zone_id,ndvi_mean,ndvi_std,sar_vv_mean,sar_vh_mean,lst_mean,rain_mean
913,0.5657,0.0823,-9.3486,-15.0321,31.5108,991.0177
914,0.5883,0.1062,-9.5569,-15.9494,31.108,991.9445
915,0.602,0.088,-8.8298,-14.8751,31.6375,992.7678
916,0.5436,0.0895,-9.0904,-15.2006,30.8318,993.4805
917,0.5506,0.1034,-9.163,-14.6355,31.2455,994.0757
918,0.4776,0.1216,-8.9009,-15.2067,31.4296,994.5462
919,0.5174,0.1205,-8.7791,-15.0668,31.4256,994.8849
920,0.5566,0.1058,-8.3711,-14.7941,31.3433,995.0847
921,0.5524,0.1073,-9.815,-16.3837,31.1451,995.1386
922,0.5259,0.1111,-9.4387,-15.1741,31.9073,995.0396
923,0.5531,0.0862,-9.0908,-15.1583,30.3709,994.781
924,0.5383,0.1083,-9.1906,-15.1631,30.5595,994.3563
925,0.5684,0.0908,-7.6363,-12.9989,30.479,993.7593
926,0.5342,0.1022,-8.9901,-14.3241,30.3405,992.9844
927,0.5112,0.0942,-10.5356,-17.3587,29.3215,992.0262
928,0.5422,0.1013,-8.9766,-14.6527,31.2941,990.8801
929,0.4152,0.0947,-8.9377,-14.8249,29.8102,989.5419
930,0.5518,0.0543,-9.5334,-15.7641,30.488,988.0085
931,0.3948,0.0911,-10.4582,-16.2944,29.4981,986.2772
932,0.4763,0.0942,-8.1298,-14.993,30.6948,984.3467
933,0.5678,0.0893,-10.435,-15.7036,29.8295,982.2164
934,0.5733,0.08,-9.0867,-14.8292,29.6058,979.8867
935,0.5122,0.0982,-9.4845,-15.9171,30.4,977.3594
936,0.5344,0.0795,-9.1858,-15.4785,29.8691,974.6375
937,0.6216,0.0782,-8.3153,-15.1668,29.9623,971.7252
938,0.5509,0.0827,-9.238,-15.395,30.4389,968.628
939,0.6631,0.0718,-10.133,-16.3744,,965.3529
940,0.5758,0.054,-8.7923,-15.4549,29.94,961.9084
941,0.5941,0.0329,-10.1654,-15.777,29.9034,958.3045
942,0.6437,0.054,-9.5056,-14.8672,30.5924,954.5524
943,0.5847,0.0665,-10.6398,-16.6535,30.9952,950.6651
944,0.539,0.051,-10.3942,-16.547,,946.6569
945,0.5735,0.0628,-9.4825,-15.265,30.2539,942.5437
946,0.5744,0.0532,-9.1795,-15.1894,30.8369,938.3428
947,0.5182,0.0653,-10.7814,-17.3225,31.8756,934.0727
948,0.5587,0.045,-8.9629,-15.2892,32.5071,929.7534
949,0.5344,0.0531,-9.9541,-16.1023,30.8902,925.4061
950,0.5952,0.0527,-8.2099,-14.0858,31.2143,921.053
951,0.5529,0.0641,-9.4486,-15.4439,32.0651,916.7175
952,0.5326,0.0253,-9.9985,-15.8933,31.6748,912.4239
953,0.5311,0.0403,-8.9715,-15.7339,31.7555,908.197
954,0.535,0.0562,-9.6987,-15.3661,32.5504,904.0625
955,0.5406,0.0651,-7.886,-13.8843,33.5276,900.0464
956,0.4652,0.0502,-8.839,-13.5626,32.0063,896.1751
957,0.452,0.0448,-8.9027,-15.0966,33.8831,892.475
958,0.5259,0.0586,-8.2546,-14.0928,32.8276,888.9725
959,0.4527,0.0614,-9.484,-14.0694,33.5629,885.6936
960,0.5894,0.0515,-9.8005,-15.7035,,972.8129
961,0.6571,,-8.3769,-14.4108,29.9684,974.3024
962,0.6505,0.0762,-9.5232,-16.0167,29.7174,975.7702
963,0.563,0.0879,-9.4695,-14.7054,30.4467,977.2119
964,0.6253,0.0774,-7.8728,-14.4524,30.0279,978.6233
965,0.6372,0.0722,-8.0822,-13.8686,30.5555,979.9997
966,0.6143,0.0742,-9.4729,-15.7097,30.2247,981.3365
967,0.6162,0.0847,-8.9409,-15.0356,30.9618,982.6287
968,0.5264,0.0796,-9.1525,-15.8645,29.6983,983.871
969,0.5877,0.0861,-7.0008,-12.3293,,985.058
970,0.5545,0.0739,-7.6978,-13.8367,29.8422,986.1839
971,,0.1047,-8.7684,-15.376,30.7157,987.2428
972,0.5869,0.0779,,-13.3618,29.8838,988.2283
973,0.6047,0.0885,-9.5592,-15.8113,30.4281,989.1338
974,0.6114,0.0968,-9.0452,-14.8779,30.2102,989.9525
975,0.587,0.1212,-8.4631,-14.0424,31.7839,990.6773
976,0.5254,0.0936,-8.2316,-13.9946,30.3132,991.3009
977,,0.0918,-8.7238,-15.8221,30.1376,991.8158
978,0.5534,0.0941,-8.5051,-14.1574,31.0516,992.2142
979,0.5252,0.1211,-8.703,-14.7533,31.8994,992.4885
980,0.524,0.0677,-8.9625,-15.127,30.7948,992.6309
981,0.5508,0.0894,-9.1374,-15.1919,30.8116,992.6336
982,0.5153,0.1339,-9.3123,-16.1173,31.5741,992.489
983,0.4891,0.1076,-8.8578,-14.7617,31.2867,992.1895
984,0.5029,0.0863,-8.7869,-15.4691,30.9716,991.7279
985,0.5466,0.0979,-9.0284,-15.1713,30.3213,991.0972
986,0.5237,0.0978,-10.1999,-16.1218,30.8975,990.291
987,0.5401,0.1055,-10.1237,-15.5867,29.761,989.3034
988,0.5566,0.1155,-9.0697,-15.4795,30.1582,988.1289
989,0.5185,0.0961,-8.2717,-13.5459,31.3491,986.763
990,0.5676,0.0827,-9.3824,-14.909,31.2333,985.2019
991,0.5567,0.0962,-9.8835,-16.0982,30.6817,983.4427
992,0.4963,0.0758,-9.4184,-15.9728,29.2353,981.4834
993,0.6076,0.0691,-10.5444,-17.2663,29.6494,979.3234
994,0.5341,0.0577,-8.6178,-14.4819,29.9567,976.9631
995,0.4919,0.0573,-9.5381,-15.9067,30.2612,974.4041
996,0.52,0.0625,-10.2376,-15.638,29.6243,971.6495
997,0.5243,0.0564,,-16.182,30.2485,968.7038
998,0.5702,0.0715,-10.1292,-16.5795,31.4904,965.5729
999,0.5596,0.0507,-8.6489,-14.5321,30.7167,962.2642
1000,0.5589,0.0247,-9.8429,-16.1859,30.6666,958.7868
1001,0.5983,0.0474,-9.532,-15.5277,29.9968,955.1512
1002,0.5876,0.052,-9.1651,-14.6721,29.7092,951.3696
1003,0.5863,0.0482,-10.1776,-16.119,30.054,947.4559
1004,0.5889,0.0717,-9.3845,-15.324,29.8943,943.4252
1005,0.5951,0.0443,-9.2685,-15.1659,31.0704,939.2946
1006,0.4832,0.0606,-10.6747,-17.5213,31.391,935.0823
1007,0.5492,0.0485,-9.1683,-14.9723,30.7278,930.8082
1008,0.4718,0.0471,-9.3423,-15.2623,31.5523,926.4933
1009,0.5548,0.0367,-9.1342,-14.6877,32.5107,922.1601
1010,0.5466,0.0454,-9.1402,-14.8373,32.9777,917.832
1011,,,-8.8908,-14.9918,32.4459,913.5336
1012,0.5785,0.0478,-7.9577,-13.4415,,909.2902
1013,0.5299,0.0431,-9.9015,-16.0478,32.8024,905.128
1014,0.4919,0.0351,-9.1638,-15.0402,33.3629,901.0736
1015,0.5207,0.059,-8.2918,-14.4474,31.5405,897.1541
1016,0.4689,0.0532,-8.3791,-14.1482,,893.3967
1017,,0.0439,-8.3396,-14.5279,32.7992,889.8285
1018,0.5053,0.0525,-6.4532,-11.6294,32.9897,886.4766
1019,0.4308,0.0514,-8.1199,-13.1112,33.2761,883.3676
1020,0.677,0.0479,-7.8192,-13.3822,29.9277,972.7628
1021,0.6646,0.0623,-8.9084,-14.1377,29.1986,974.047
1022,0.5916,0.0572,-9.4019,-16.1715,29.8218,975.3156
1023,0.6606,,-8.8105,-15.5212,30.4317,976.5653
1024,0.6412,0.0516,-7.9481,-14.1089,30.3667,977.7926
1025,0.6088,0.0699,-8.1586,-14.138,30.577,978.9937
1026,0.5657,0.0841,-8.1358,-14.235,30.2603,980.1645
1027,0.5533,0.072,-8.6126,-15.4337,30.9691,981.3005
1028,0.5578,0.1135,-8.7313,-14.1555,31.2763,982.3968
1029,0.5929,0.0966,-8.5758,-13.4987,31.3206,983.4482
1030,0.5252,0.1042,-7.8604,-13.2199,31.0498,984.4492
1031,0.5736,,-7.7838,-13.241,31.4168,985.3935
1032,0.4996,0.1154,-9.2858,-15.1727,31.4259,986.2748
1033,0.5349,0.0857,-7.9031,-14.3246,32.5484,987.0862
1034,0.5418,0.0661,-9.0729,-15.0367,31.702,987.8205
1035,0.6302,0.0929,-8.2234,-13.1706,30.9363,988.4701
1036,0.473,0.1061,-8.8044,-14.9804,30.4509,989.0272
1037,0.5834,0.1021,-7.4559,-13.6834,30.8401,989.4836
1038,0.5277,0.1042,-9.1054,-14.5518,30.7876,989.8309
1039,0.536,0.1171,-8.6944,-14.1076,31.2753,990.0607
1040,0.523,0.1058,-8.4214,-14.8454,30.5226,990.1643
1041,0.5354,0.1105,-9.6774,-15.8082,31.626,990.1333
1042,0.5116,0.0891,-9.1094,-15.3603,30.0395,989.959
1043,0.5766,0.0864,-9.3376,-15.3027,29.8519,989.6332
1044,0.5016,0.1178,-9.6079,-15.0561,30.7055,989.1477
1045,0.5671,0.0982,-9.6198,-16.0218,30.2343,988.495
1046,0.4984,0.0879,-8.4471,-13.9023,29.9376,987.6678
1047,0.5247,0.0861,-9.8811,-15.8303,30.2636,986.6595
1048,0.4875,0.0838,-9.0105,-13.8474,30.1444,985.4641
1049,0.5522,0.0808,-9.2686,-15.1092,30.5661,984.0765
1050,0.5955,0.0715,-10.6889,-16.7373,30.151,982.4924
1051,0.5385,0.0664,-9.2008,-14.9134,30.1689,980.7087
1052,0.5377,0.0795,-10.785,-16.9536,30.4656,978.7233
1053,0.5049,0.072,-9.1825,-16.0802,31.0613,976.5352
1054,0.544,0.0896,-10.1139,-16.2342,31.3286,974.1449
1055,0.493,0.0771,-9.7167,-15.8449,30.5383,971.5543
1056,0.5234,0.074,-10.7659,-17.5621,30.5994,968.7667
1057,0.5718,0.0591,,-15.668,30.3803,965.7868
1058,0.6178,0.0639,-8.9784,-16.012,30.8172,962.6212
1059,0.6792,0.0671,-10.3481,-16.5219,30.8135,959.2779
1060,0.5445,0.0689,,-16.041,31.4388,955.7666
1061,0.6258,0.0568,-9.2803,-15.2318,29.5871,952.0988
1062,0.5778,0.0686,-9.2201,-15.4256,30.6697,948.2876
1063,0.5609,0.0538,-11.5042,-17.547,31.1169,944.3478
1064,0.5823,0.0614,-7.8915,-14.2835,31.0132,940.2958
1065,0.5646,0.0443,-9.0224,-15.017,30.5932,936.1498
1066,0.5628,0.0271,-8.8245,-14.7955,30.5163,931.9291
1067,0.5375,0.0509,,-15.8799,31.9296,927.6549
1068,0.4923,0.0555,,-16.5952,31.1513,923.3496
1069,0.4801,0.0531,-8.6326,-14.5019,30.7208,919.0368
1070,0.5607,0.0509,-9.5511,-15.6342,32.4635,914.7413
1071,0.5153,0.0415,-8.5901,-13.3796,32.4068,910.4887
1072,0.4936,0.0362,-9.1274,-15.1977,32.2486,906.3058
1073,0.508,0.0529,-8.6907,-14.8303,31.9592,902.2197
1074,0.529,0.0521,-9.4328,-15.644,32.6312,898.2581
1075,0.4934,0.0412,-8.0566,-14.5421,33.62,894.4489
1076,0.4483,0.0624,-9.6388,-15.2959,32.1113,890.8202
1077,0.5114,0.0399,-6.8372,-13.1803,32.3277,887.3999
1078,0.513,0.0452,-6.7953,-13.0793,33.0701,884.2155
1079,,0.0736,-7.2387,-13.5078,33.6044,881.2939
1080,0.6817,0.0713,-7.6622,-14.1547,29.5441,972.3111
1081,0.6847,0.0597,-8.6938,-15.5694,30.3622,973.4046
1082,0.6721,0.0707,-7.6431,-13.8746,30.7612,974.4904
1083,0.643,0.0723,-8.6106,-14.1739,30.402,975.5661
1084,0.6338,0.0406,-9.7414,-15.6429,30.6922,976.6289
1085,0.6219,0.0658,-7.269,-12.4887,30.6336,977.6756
1086,0.5486,0.0791,-7.5498,-13.1743,30.5826,978.7025
1087,0.612,0.0783,-8.4677,-14.2058,29.8988,979.7053
1088,0.5214,0.0883,,-14.4799,30.1469,980.6794
1089,0.5358,0.1015,-8.9169,-14.9655,30.032,981.6194
1090,0.6121,0.0865,-9.9202,-15.8887,30.8218,982.5197
1091,0.5865,0.0799,-7.7308,-13.7365,31.108,983.374
1092,0.6057,0.0985,-9.8009,-15.029,30.146,984.1754
1093,0.5293,0.0924,-8.3276,-14.3263,31.0952,984.9167
1094,0.4887,0.0959,-9.2777,-15.6019,30.5517,985.59
1095,0.5205,0.0955,-9.7962,-15.5023,30.4502,986.1872
1096,0.5302,0.1269,-8.5218,-14.93,30.7212,986.6996
1097,0.526,0.0737,-9.0421,-14.7754,30.4194,987.1183
1098,0.5657,0.0963,-8.1712,-13.9643,31.442,987.4342
1099,0.5041,0.101,-9.9257,-16.0204,30.9555,987.6379
1100,0.5316,0.0914,-9.5897,-15.3068,31.5166,987.7198
1101,0.4776,0.111,-10.9676,-17.7115,30.7264,987.6706
1102,0.5354,0.1092,-10.8791,-16.7977,30.7091,987.4809
1103,0.5185,0.0978,-7.7668,-13.9982,32.0326,987.1414
1104,,0.0938,-7.6108,-12.1796,29.8881,986.6434
1105,0.5125,0.0941,-9.2735,-15.1956,31.5846,985.9783
1106,0.517,0.0924,-10.0735,-16.3717,31.7585,985.1382
1107,0.5165,,-9.716,-16.4051,31.1784,984.1159
1108,0.6014,0.0872,-8.8362,-14.1835,30.4763,982.9049
1109,0.53,0.0902,-9.9989,-16.174,31.4902,981.4996
1110,0.5278,0.0937,-9.4434,-15.8391,30.4056,979.8955
1111,0.4573,0.0673,-9.6829,-15.5148,30.1461,978.0892
1112,0.509,0.0668,-10.1596,-15.8348,30.3151,976.0784
1113,0.5378,0.0557,-10.1496,-15.8326,30.1929,973.8623
1114,0.5242,0.0843,-9.51,-15.5001,29.9637,971.4415
1115,0.6099,0.0741,-10.5338,-16.4542,31.2048,968.8182
1116,0.5507,0.0744,-9.3901,-15.2741,30.0931,965.996
1117,0.611,0.0485,-10.1195,-15.9513,30.5696,962.9804
1118,0.5636,0.0845,-9.6227,-15.4102,29.7639,959.7784
1119,0.5637,0.0532,-8.5916,-14.0443,30.7042,956.3989
1120,0.5591,0.0602,-9.7996,-15.7714,30.0607,952.8526
1121,0.5625,0.0662,-8.888,-15.2964,30.1276,949.1518
1122,0.63,0.0421,-11.0093,-17.0814,30.8651,945.3109
1123,0.4665,0.0455,-9.8974,-15.5205,31.6724,941.3457
1124,0.4765,0.0526,-9.4386,-16.3319,31.4223,937.2738
1125,0.5312,,-7.8569,-14.7472,31.5953,933.1148
1126,0.549,0.0514,-10.8941,-16.4349,31.3548,928.8893
1127,0.5707,0.0662,-9.3304,-14.5703,31.3845,924.6198
1128,0.5557,0.0607,-8.013,-14.6456,32.2229,920.3299
1129,0.5143,0.0502,-9.7299,-15.6797,31.5809,916.0448
1130,0.5624,0.0338,-9.1954,-15.3951,32.5968,911.7903
1131,0.5541,0.0585,-8.6835,-14.8139,33.0206,907.5936
1132,0.5107,0.0282,-8.7268,-14.574,,903.4822
1133,0.5316,0.0661,-7.55,-14.1964,32.2386,899.4845
1134,0.4931,0.0502,,-14.9293,32.5181,895.6292
1135,0.4482,0.0171,-7.6087,-13.7594,32.1547,891.9451
1136,0.4866,0.0462,-8.9011,-14.9738,32.9399,888.4609
1137,0.4507,0.0598,-9.1541,-15.7171,34.1848,885.205
1138,0.4337,0.0509,-8.6982,-14.3034,32.9529,882.2053
1139,0.4796,0.0643,-9.4089,-15.6177,34.5438,879.4891
1140,0.5418,0.0533,-8.2587,-14.4696,29.7071,971.4832
1141,0.575,0.0509,-8.903,-14.7617,31.3743,972.4032
1142,0.5758,0.0689,-9.0876,-15.152,29.8313,973.3253
1143,0.6001,0.0733,-8.1147,-13.6959,30.2831,974.2476
1144,0.5956,0.0718,-9.4,-15.8668,29.9459,975.1678
1145,0.5367,0.0938,-7.8485,-14.5472,30.1942,976.083
1146,0.5489,0.0717,-8.8359,-14.9908,31.5161,976.9896
1147,0.5453,0.0885,-7.5229,-13.4928,31.0949,977.8835
1148,0.6698,0.0882,-8.77,-15.3904,31.5145,978.76
1149,0.6357,0.0711,-7.9644,-14.6583,30.1844,979.6135
1150,0.5397,0.0762,-8.3488,-14.2576,31.4322,980.4381
1151,0.5347,0.0942,-7.9278,-14.3067,30.511,981.2269
1152,,0.1196,,-15.1993,30.3348,981.9726
1153,0.4608,0.1043,-9.937,-15.4543,31.3126,982.6673
1154,0.5274,0.0779,-7.8509,-14.1668,31.3277,983.3024
1155,0.4877,0.0622,-8.7856,-14.2107,31.2332,983.8689
1156,0.5206,0.109,-8.1465,-14.1322,31.6323,984.3574
1157,0.457,0.0995,-8.2928,-14.1454,31.7169,984.758
1158,0.4883,0.1144,-9.5339,-15.6397,32.057,985.0605
1159,0.5232,0.09,-9.72,-17.0476,30.4354,985.2548
1160,0.5311,0.1043,-8.5383,-15.1067,32.0184,985.3304
1161,0.533,0.1095,-9.3803,-15.4431,32.2084,985.2768
1162,0.464,0.0929,-8.4633,-14.2809,30.8164,985.0838
1163,0.5521,0.0919,-9.4285,-16.3233,29.9886,984.7413
1164,0.4876,0.0958,-8.5385,-14.5653,30.111,984.2396
1165,0.547,0.1002,-9.0867,-15.6478,30.6145,983.5697
1166,,0.0916,-9.2591,-15.1418,32.051,982.7228
1167,0.472,0.1013,-9.848,-15.8577,30.8055,981.6912
1168,0.5175,0.0818,-9.4166,-15.0449,30.3807,980.468
1169,0.548,0.0689,-8.6957,-14.1623,30.2999,979.0472
1170,0.5613,0.106,-9.7339,-15.5044,29.8833,977.4241
1171,0.5345,0.0724,-9.2986,-14.8684,31.1744,975.5953
1172,0.6047,0.0701,-9.7116,-15.8868,30.5751,973.5584
1173,0.5868,0.0734,-9.6659,-14.2544,31.88,971.313
1174,0.5391,0.0722,-8.3953,-15.0047,30.9967,968.8599
1175,0.5818,0.064,-8.8123,-15.0762,31.1284,966.2016
1176,0.6312,0.0658,-9.7012,-15.2505,30.5074,963.3426
1177,0.6339,0.0629,-9.5756,-15.1992,30.0324,960.2888
1178,0.5074,0.0629,-10.2826,-16.0389,30.2099,957.0483
1179,0.5198,0.0302,-9.8253,-15.4877,29.9725,953.6308
1180,0.6159,0.0788,-9.3975,-16.4393,31.4134,950.0481
1181,0.5131,0.0524,-8.9153,-14.1207,30.7224,946.3137
1182,0.5007,0.0592,,-15.0425,31.624,942.443
1183,,0.0341,-10.3654,-15.7425,31.2459,938.4533
1184,0.5642,0.0435,-8.6292,-15.646,31.1126,934.3637
1185,0.5389,0.0399,-9.4102,-15.282,30.722,930.1947
1186,0.5117,0.0646,-10.0537,-16.3354,31.7511,925.9686
1187,0.5046,0.0393,-8.1173,-13.8312,31.595,921.7093
1188,0.4961,0.055,-7.9364,-13.7779,32.4324,917.4419
1189,0.4816,0.0379,-8.8162,-14.6332,31.6343,913.1925
1190,0.5994,0.0404,-8.3807,-14.9102,32.6119,908.9887
1191,0.5107,0.0432,-8.2559,-14.2844,33.4102,904.8585
1192,0.5242,0.0622,-7.678,-13.768,32.7761,900.8308
1193,0.4584,0.025,-8.1404,-13.8928,33.2723,896.9349
1194,0.4593,0.033,-9.718,-15.2234,33.3329,893.2003
1195,0.4264,0.0268,-6.9866,-12.9113,34.3157,889.6566
1196,0.3367,0.0387,-7.687,-14.3251,33.5834,886.3332
1197,0.3751,0.0438,-8.8997,-14.8459,33.9589,883.2588
1198,0.345,0.0361,-9.2765,-13.9709,33.6888,880.4616
1199,0.3146,,-8.0186,-13.1956,33.409,877.9689
1200,0.5884,0.0418,-8.8355,-16.3227,29.3857,970.3088
1201,0.6808,0.0569,-8.3032,-14.2716,31.0127,971.0755
1202,0.6173,0.0867,-7.9344,-13.4683,29.7843,971.8553
1203,0.6618,0.0802,-8.9521,-15.0433,30.9671,972.6468
1204,0.6177,0.0806,-9.37,-15.6001,30.8921,973.4479
1205,0.6237,0.0693,-8.1552,-14.2887,31.3076,974.2559
1206,0.5476,0.0657,-8.8861,-14.61,30.5532,975.0672
1207,0.5962,0.073,-8.3467,-14.9209,30.4827,975.8774
1208,0.5962,,-9.5511,-14.9567,31.2686,976.6816
1209,0.5363,0.1019,-8.6995,-14.7275,30.9396,977.4738
1210,0.5745,0.1043,-7.9552,-14.4228,30.4384,978.2474
1211,0.5681,0.1028,-8.0797,-13.5175,,978.9951
1212,0.5173,0.088,-9.2397,-16.0122,30.7917,979.7088
1213,0.4889,0.0984,-9.5948,-15.8724,30.698,980.3796
1214,0.4817,0.0953,-8.7048,-14.9907,31.1654,980.9982
1215,0.5284,0.0974,-8.3312,-13.2592,32.0683,981.5546
1216,0.5347,0.1247,-8.5229,-14.8654,30.0123,982.0384
1217,0.4873,0.0793,-9.3274,-16.4049,32.0007,982.4388
1218,0.5181,0.0975,-8.7528,-15.0437,30.7298,982.7445
1219,0.5386,0.1144,-7.8644,-13.6366,31.4056,982.9442
1220,0.54,0.0816,-8.9781,-14.5861,30.805,983.0266
1221,0.5774,0.0905,-10.5246,-15.3863,32.3639,982.9803
1222,0.5671,0.0906,-9.1302,-14.4267,31.1975,982.794
1223,0.4771,0.0928,,-13.6362,30.6488,982.457
1224,,0.0746,-10.4648,-16.9105,30.8422,981.9586
1225,0.4998,0.099,-9.4767,-14.6647,31.0255,981.2891
1226,0.5653,0.0977,-9.7424,-15.9267,31.0281,980.4394
1227,0.529,0.0935,-9.5399,-15.869,31.1369,979.4011
1228,0.5127,0.0746,-9.5101,-15.7187,30.8286,978.1671
1229,,0.0835,-8.7955,-15.4216,29.9639,976.7311
1230,0.5285,0.0691,-9.674,-15.9066,30.553,975.0885
1231,0.476,0.0732,-8.7465,-14.863,31.0955,973.2356
1232,0.58,0.1003,-9.8804,-15.515,30.3124,971.1706
1233,0.6046,0.0728,-10.0757,-16.2697,31.1104,968.8932
1234,0.5144,0.0547,-10.3313,-16.9651,30.7286,966.4048
1235,0.5603,0.0684,,-18.0431,30.593,963.7085
1236,0.5207,0.0474,-9.5496,-15.4448,31.466,960.8096
1237,0.5255,0.0467,-8.101,-14.0647,29.7451,957.7148
1238,0.582,,-9.3432,-15.6203,30.434,954.4333
1239,0.5491,0.0512,-9.1179,-15.3516,31.643,950.9758
1240,0.6192,0.0656,-9.9476,-15.7534,32.079,947.3553
1241,0.5285,0.0594,-9.7556,-15.0603,32.4432,943.5867
1242,0.5851,0.0571,-8.7091,-15.0992,31.2053,939.6868
1243,0.5456,0.0362,-7.8209,-13.7765,31.5657,935.6741
1244,0.5692,0.0416,-8.1639,-13.6848,31.9093,931.5691
1245,0.5144,0.0504,-8.6326,-15.0207,32.3229,927.394
1246,0.5243,0.0389,-9.1684,-15.1762,31.8952,923.1726
1247,0.5148,0.0426,-8.9466,-14.9656,32.4218,918.93
1248,0.4783,,-9.6343,-16.29,32.3091,914.6926
1249,0.5298,0.0416,-10.1074,-16.0232,32.5206,910.4883
1250,0.5202,0.0489,-9.7691,-15.7533,,906.3455
1251,0.508,0.0658,-8.749,-14.4714,32.3733,902.2936
1252,0.5352,0.0455,-8.9471,-15.5406,32.4436,898.3626
1253,0.5206,0.0628,-9.8184,-15.8134,32.2314,894.5826
1254,0.4361,0.0567,-8.6076,-13.9168,32.1406,890.9839
1255,0.454,0.0339,-8.774,-13.7352,33.0618,887.5968
1256,0.4018,0.0401,-9.4064,-14.7664,33.3379,884.451
1257,0.4151,,-8.7216,-15.3101,33.7336,881.5756
1258,0.3774,0.0471,-8.6485,-14.423,34.1707,878.9988
1259,0.4534,0.0585,-8.8612,-15.1027,34.1076,876.7476
1260,0.6464,0.0759,-7.8436,-13.7016,30.1168,968.8217
1261,0.6144,0.0867,-10.0675,-16.4536,29.8661,969.4573
1262,0.6619,0.0784,-10.1019,-16.9587,31.0793,970.1182
1263,0.5183,0.0724,-8.4872,-14.6594,30.6227,970.8033
1264,0.5156,0.0557,-8.398,-14.0367,,971.5103
1265,0.6191,0.0843,-8.1453,-14.0013,30.8072,972.2366
1266,0.581,0.0864,-8.9025,-14.7011,30.5824,972.9782
1267,0.5803,0.0908,-9.2171,-15.1089,30.7959,973.7304
1268,0.5092,0.1161,-8.5086,-14.3063,30.8579,974.4878
1269,0.5538,0.1078,-8.8843,-14.6196,31.0924,975.2438
1270,0.6279,0.1042,-7.3265,-13.4638,31.7159,975.991
1271,0.5743,0.0848,-8.8704,-14.829,31.6124,976.7213
1272,0.5423,0.0915,-8.7042,-13.8326,32.3301,977.4257
1273,0.5128,0.0976,-6.7382,-12.6672,32.1515,978.0943
1274,0.5101,0.0902,-8.9367,-14.9154,32.6095,978.7168
1275,0.4369,0.1059,-8.403,-14.3516,,979.2822
1276,0.5293,,-8.4018,-14.5108,31.7526,979.7789
1277,0.5505,0.087,-8.4076,-14.6253,31.1156,980.195
1278,0.452,0.114,-8.837,-14.7326,31.8766,980.5182
1279,0.4876,0.1002,-8.9903,-15.2432,30.953,980.7362
1280,0.4674,0.0773,-9.142,-15.2147,30.4238,980.8366
1281,0.4754,0.0963,-9.7589,-16.1542,32.1762,980.8069
1282,0.517,,-9.1116,-15.0576,30.4614,980.6352
1283,0.4328,0.1054,-7.8201,-13.528,31.4222,980.3097
1284,0.5425,0.0878,-8.5416,-14.6476,30.5776,979.8193
1285,0.5502,0.0998,-9.3294,-16.3336,31.7288,979.1535
1286,0.5124,0.0898,-8.9448,-14.6496,31.7592,978.3028
1287,0.4258,0.0694,-10.3753,-16.3152,31.2704,977.2584
1288,0.488,0.0657,-9.9319,-16.4285,31.6565,976.0131
1289,0.58,0.0935,-9.0011,-14.6144,30.8743,974.5605
1290,0.4223,0.0917,-8.5974,-15.2966,32.1785,972.8959
1291,0.5222,0.0785,-10.4231,-15.9004,31.2617,971.0161
1292,0.4914,0.0899,-10.2037,-16.2323,30.2586,968.9196
1293,0.573,0.0819,-8.0731,-15.2075,30.8357,966.6065
1294,0.5156,0.0747,-9.7334,-15.6442,30.7083,964.0789
1295,0.5601,0.053,-8.3349,-14.538,30.667,961.3409
1296,0.5674,0.0822,-9.6023,-15.8807,29.8527,958.3984
1297,0.6185,0.0654,-9.5363,-15.9052,31.1214,955.2595
1298,0.5366,0.0521,-9.9348,-15.9984,30.1133,951.9342
1299,0.5587,0.0466,-8.8857,-15.1283,,948.4348
1300,0.4825,0.0558,-8.4955,-15.4238,30.8887,944.7754
1301,0.5869,0.031,-10.3451,-15.7091,30.7364,940.9724
1302,0.5055,0.0579,-9.7286,-15.8507,30.7806,937.0441
1303,0.5093,0.0369,-8.639,-15.005,29.5555,933.0105
1304,0.5258,0.0517,-9.3951,-15.9594,31.0384,928.8936
1305,0.4583,0.0403,-9.6035,-15.2181,31.5871,924.7171
1306,0.5233,0.0429,-8.3163,-14.9655,31.4632,920.5062
1307,0.5454,0.0367,-8.1553,-14.0883,32.2374,916.2877
1308,0.5101,0.0439,-9.312,-15.6038,33.0096,912.0893
1309,0.4259,0.0688,-8.6978,-14.9605,32.6592,907.9401
1310,0.4748,0.0633,-9.7522,-16.3039,33.1456,903.8698
1311,0.4991,0.0518,,-15.733,33.3792,899.909
1312,0.3834,0.0483,-8.5327,-14.5283,32.2882,896.0885
1313,0.4041,0.06,-8.5381,-14.4204,33.3491,892.4393
1314,0.4703,0.0649,-9.2744,-15.6672,33.8674,888.9924
1315,0.4339,0.0432,-9.0189,-15.0644,33.1902,885.7785
1316,0.4272,0.0541,-9.2518,-14.8076,33.154,882.8275
1317,0.4726,0.0352,-7.9985,-14.8298,34.1165,880.1687
1318,0.4043,0.0728,-9.9094,-15.9126,33.0709,877.8301
1319,0.3993,0.0865,-9.1278,-15.6032,33.4587,875.8384
1320,0.7353,0.072,-10.0521,-16.5785,30.0469,967.0592
1321,0.6093,0.0486,-8.1929,-14.0624,30.8626,967.5879
1322,0.5769,0.0844,-9.945,-16.2177,30.8618,968.155
1323,0.6168,0.0692,-8.4608,-15.0692,31.4798,968.7592
1324,0.6082,0.0748,-7.1666,-12.5045,30.4279,969.3982
1325,0.5607,0.093,-7.1405,-12.6804,30.5064,970.0688
