week_start,equipment_id,equipment_type,age_years,downtime_pct_8w,breakdowns_8w,c_downtime,c_breakdown,c_age,risk_score,risk_band,main_driver
2023-08-14,LDR-01,loader,4,20.0,1.0,0.3994,0.1,0.1067,0.606,medium,recent downtime
2023-08-14,LDR-02,loader,9,19.3393,0.0,0.3862,0.0,0.24,0.6262,medium,recent downtime
2023-08-14,LDR-03,loader,13,21.2321,1.0,0.4,0.1,0.3467,0.8467,high,recent downtime
2023-08-21,DMP-01,dumper,3,14.0804,0.0,0.2812,0.0,0.08,0.3612,low,recent downtime
2023-08-21,DMP-02,dumper,8,18.9464,1.0,0.3783,0.1,0.2133,0.6917,medium,recent downtime
2023-08-21,DMP-03,dumper,12,22.3125,1.0,0.4,0.1,0.32,0.82,high,recent downtime
2023-08-21,DRL-01,drill,6,16.9375,0.0,0.3382,0.0,0.16,0.4982,low,recent downtime
2023-08-21,DRL-02,drill,11,16.4554,0.0,0.3286,0.0,0.2933,0.6219,medium,recent downtime
2023-08-21,LDR-01,loader,4,20.4107,1.0,0.4,0.1,0.1067,0.6067,medium,recent downtime
2023-08-21,LDR-02,loader,9,21.7768,1.0,0.4,0.1,0.24,0.74,medium,recent downtime
2023-08-21,LDR-03,loader,13,20.4196,1.0,0.4,0.1,0.3467,0.8467,high,recent downtime
2023-08-28,DMP-01,dumper,3,15.3839,0.0,0.3072,0.0,0.08,0.3872,low,recent downtime
2023-08-28,DMP-02,dumper,8,17.8304,1.0,0.356,0.1,0.2133,0.6694,medium,recent downtime
2023-08-28,DMP-03,dumper,12,20.4732,1.0,0.4,0.1,0.32,0.82,high,recent downtime
2023-08-28,DRL-01,drill,6,15.1161,0.0,0.3018,0.0,0.16,0.4618,low,recent downtime
2023-08-28,DRL-02,drill,11,15.9911,0.0,0.3193,0.0,0.2933,0.6126,medium,recent downtime
2023-08-28,LDR-01,loader,4,20.0179,1.0,0.3997,0.1,0.1067,0.6064,medium,recent downtime
2023-08-28,LDR-02,loader,9,18.1161,1.0,0.3617,0.1,0.24,0.7017,medium,recent downtime
2023-08-28,LDR-03,loader,13,18.2679,0.0,0.3648,0.0,0.3467,0.7114,medium,recent downtime
2023-09-04,DMP-01,dumper,3,14.2321,0.0,0.2842,0.0,0.08,0.3642,low,recent downtime
2023-09-04,DMP-02,dumper,8,17.2679,1.0,0.3448,0.1,0.2133,0.6581,medium,recent downtime
2023-09-04,DMP-03,dumper,12,20.0268,1.0,0.3999,0.1,0.32,0.8199,high,recent downtime
2023-09-04,DRL-01,drill,6,14.5625,0.0,0.2908,0.0,0.16,0.4508,low,recent downtime
2023-09-04,DRL-02,drill,11,16.3839,0.0,0.3272,0.0,0.2933,0.6205,medium,recent downtime
2023-09-04,LDR-01,loader,4,19.8304,1.0,0.396,0.1,0.1067,0.6026,medium,recent downtime
2023-09-04,LDR-02,loader,9,16.2857,1.0,0.3252,0.1,0.24,0.6652,medium,recent downtime
2023-09-04,LDR-03,loader,13,17.6786,0.0,0.353,0.0,0.3467,0.6997,medium,recent downtime
2023-09-11,DMP-01,dumper,3,14.4107,0.0,0.2878,0.0,0.08,0.3678,low,recent downtime
2023-09-11,DMP-02,dumper,8,17.7054,1.0,0.3535,0.1,0.2133,0.6669,medium,recent downtime
2023-09-11,DMP-03,dumper,12,18.5982,1.0,0.3714,0.1,0.32,0.7914,high,recent downtime
2023-09-11,DRL-01,drill,6,15.0446,0.0,0.3004,0.0,0.16,0.4604,low,recent downtime
2023-09-11,DRL-02,drill,11,16.7946,0.0,0.3354,0.0,0.2933,0.6287,medium,recent downtime
2023-09-11,LDR-01,loader,4,19.4018,1.0,0.3874,0.1,0.1067,0.5941,low,recent downtime
2023-09-11,LDR-02,loader,9,22.0714,2.0,0.4,0.2,0.24,0.84,high,recent downtime
2023-09-11,LDR-03,loader,13,17.125,0.0,0.342,0.0,0.3467,0.6886,medium,machine age
2023-09-18,DMP-01,dumper,3,13.2411,0.0,0.2644,0.0,0.08,0.3444,low,recent downtime
2023-09-18,DMP-02,dumper,8,18.3661,1.0,0.3667,0.1,0.2133,0.6801,medium,recent downtime
2023-09-18,DMP-03,dumper,12,18.3304,1.0,0.366,0.1,0.32,0.786,high,recent downtime
2023-09-18,DRL-01,drill,6,16.3839,0.0,0.3272,0.0,0.16,0.4872,low,recent downtime
2023-09-18,DRL-02,drill,11,17.1875,0.0,0.3432,0.0,0.2933,0.6365,medium,recent downtime
2023-09-18,LDR-01,loader,4,13.6875,0.0,0.2733,0.0,0.1067,0.38,low,recent downtime
2023-09-18,LDR-02,loader,9,22.2679,2.0,0.4,0.2,0.24,0.84,high,recent downtime
2023-09-18,LDR-03,loader,13,18.5714,0.0,0.3708,0.0,0.3467,0.7175,medium,recent downtime
2023-09-25,DMP-01,dumper,3,14.0,0.0,0.2796,0.0,0.08,0.3596,low,recent downtime
2023-09-25,DMP-02,dumper,8,13.9107,0.0,0.2778,0.0,0.2133,0.4911,low,recent downtime
2023-09-25,DMP-03,dumper,12,18.5,1.0,0.3694,0.1,0.32,0.7894,high,recent downtime
2023-09-25,DRL-01,drill,6,15.9375,0.0,0.3182,0.0,0.16,0.4782,low,recent downtime
2023-09-25,DRL-02,drill,11,15.8839,0.0,0.3172,0.0,0.2933,0.6105,medium,recent downtime
2023-09-25,LDR-01,loader,4,14.4107,0.0,0.2878,0.0,0.1067,0.3944,low,recent downtime
2023-09-25,LDR-02,loader,9,21.4554,2.0,0.4,0.2,0.24,0.84,high,recent downtime
2023-09-25,LDR-03,loader,13,15.875,0.0,0.317,0.0,0.3467,0.6637,medium,machine age
2023-10-02,DMP-01,dumper,3,12.0357,0.0,0.2403,0.0,0.08,0.3203,low,recent downtime
2023-10-02,DMP-02,dumper,8,13.5089,0.0,0.2697,0.0,0.2133,0.4831,low,recent downtime
2023-10-02,DMP-03,dumper,12,16.8929,1.0,0.3373,0.1,0.32,0.7573,medium,recent downtime
2023-10-02,DRL-01,drill,6,15.5982,0.0,0.3115,0.0,0.16,0.4715,low,recent downtime
2023-10-02,DRL-02,drill,11,15.6875,0.0,0.3132,0.0,0.2933,0.6066,medium,recent downtime
2023-10-02,LDR-01,loader,4,13.0893,0.0,0.2614,0.0,0.1067,0.368,low,recent downtime
2023-10-02,LDR-02,loader,9,20.6518,2.0,0.4,0.2,0.24,0.84,high,recent downtime
2023-10-02,LDR-03,loader,13,14.9643,0.0,0.2988,0.0,0.3467,0.6455,medium,machine age
2023-10-09,DMP-01,dumper,3,12.0446,0.0,0.2405,0.0,0.08,0.3205,low,recent downtime
2023-10-09,DMP-02,dumper,8,16.6339,1.0,0.3321,0.1,0.2133,0.6455,medium,recent downtime
2023-10-09,DMP-03,dumper,12,17.5446,1.0,0.3503,0.1,0.32,0.7703,medium,recent downtime
2023-10-09,DRL-01,drill,6,14.9643,0.0,0.2988,0.0,0.16,0.4588,low,recent downtime
2023-10-09,DRL-02,drill,11,17.4554,0.0,0.3485,0.0,0.2933,0.6419,medium,recent downtime
2023-10-09,LDR-01,loader,4,12.8125,0.0,0.2558,0.0,0.1067,0.3625,low,recent downtime
2023-10-09,LDR-02,loader,9,19.1786,2.0,0.383,0.2,0.24,0.823,high,recent downtime
2023-10-09,LDR-03,loader,13,14.2679,0.0,0.2849,0.0,0.3467,0.6316,medium,machine age
2023-10-16,DMP-01,dumper,3,12.6161,0.0,0.2519,0.0,0.08,0.3319,low,recent downtime
2023-10-16,DMP-02,dumper,8,15.0625,1.0,0.3008,0.1,0.2133,0.6141,medium,recent downtime
2023-10-16,DMP-03,dumper,12,17.0179,1.0,0.3398,0.1,0.32,0.7598,medium,recent downtime
2023-10-16,DRL-01,drill,6,13.0982,0.0,0.2615,0.0,0.16,0.4215,low,recent downtime
2023-10-16,DRL-02,drill,11,19.5804,0.0,0.391,0.0,0.2933,0.6843,medium,recent downtime
2023-10-16,LDR-01,loader,4,11.2857,0.0,0.2254,0.0,0.1067,0.332,low,recent downtime
2023-10-16,LDR-02,loader,9,15.5893,1.0,0.3113,0.1,0.24,0.6513,medium,recent downtime
2023-10-16,LDR-03,loader,13,17.5982,1.0,0.3514,0.1,0.3467,0.7981,high,recent downtime
2023-10-23,DMP-01,dumper,3,10.25,0.0,0.2047,0.0,0.08,0.2847,low,recent downtime
2023-10-23,DMP-02,dumper,8,14.8661,1.0,0.2968,0.1,0.2133,0.6102,medium,recent downtime
2023-10-23,DMP-03,dumper,12,22.2857,2.0,0.4,0.2,0.32,0.92,high,recent downtime
2023-10-23,DRL-01,drill,6,17.9196,1.0,0.3578,0.1,0.16,0.6178,medium,recent downtime
2023-10-23,DRL-02,drill,11,20.9643,0.0,0.4,0.0,0.2933,0.6933,medium,recent downtime
2023-10-23,LDR-01,loader,4,11.7679,0.0,0.235,0.0,0.1067,0.3416,low,recent downtime
2023-10-23,LDR-02,loader,9,15.1696,1.0,0.3029,0.1,0.24,0.6429,medium,recent downtime
2023-10-23,LDR-03,loader,13,16.7321,1.0,0.3341,0.1,0.3467,0.7808,high,machine age
2023-10-30,DMP-01,dumper,3,13.5625,1.0,0.2708,0.1,0.08,0.4508,low,recent downtime
2023-10-30,DMP-02,dumper,8,13.7679,1.0,0.2749,0.1,0.2133,0.5882,low,recent downtime
2023-10-30,DMP-03,dumper,12,21.4375,2.0,0.4,0.2,0.32,0.92,high,recent downtime
2023-10-30,DRL-01,drill,6,18.1696,1.0,0.3628,0.1,0.16,0.6228,medium,recent downtime
2023-10-30,DRL-02,drill,11,24.3839,1.0,0.4,0.1,0.2933,0.7933,high,recent downtime
2023-10-30,LDR-01,loader,4,12.0893,0.0,0.2414,0.0,0.1067,0.3481,low,recent downtime
2023-10-30,LDR-02,loader,9,20.2679,2.0,0.4,0.2,0.24,0.84,high,recent downtime
2023-10-30,LDR-03,loader,13,16.1518,1.0,0.3225,0.1,0.3467,0.7692,medium,machine age
2023-11-06,DMP-01,dumper,3,12.6339,1.0,0.2523,0.1,0.08,0.4323,low,recent downtime
2023-11-06,DMP-02,dumper,8,12.5089,1.0,0.2498,0.1,0.2133,0.5631,low,recent downtime
2023-11-06,DMP-03,dumper,12,19.9464,2.0,0.3983,0.2,0.32,0.9183,high,recent downtime
2023-11-06,DRL-01,drill,6,17.2946,1.0,0.3453,0.1,0.16,0.6053,medium,recent downtime
2023-11-06,DRL-02,drill,11,27.1429,1.0,0.4,0.1,0.2933,0.7933,high,recent downtime
2023-11-06,LDR-01,loader,4,12.0982,0.0,0.2416,0.0,0.1067,0.3482,low,recent downtime
2023-11-06,LDR-02,loader,9,13.8571,1.0,0.2767,0.1,0.24,0.6167,medium,recent downtime
2023-11-06,LDR-03,loader,13,15.8304,1.0,0.3161,0.1,0.3467,0.7628,medium,machine age
2023-11-13,DMP-01,dumper,3,12.6161,1.0,0.2519,0.1,0.08,0.4319,low,recent downtime
2023-11-13,DMP-02,dumper,8,12.1339,1.0,0.2423,0.1,0.2133,0.5556,low,recent downtime
2023-11-13,DMP-03,dumper,12,19.2321,2.0,0.384,0.2,0.32,0.904,high,recent downtime
2023-11-13,DRL-01,drill,6,15.7768,1.0,0.315,0.1,0.16,0.575,low,recent downtime
2023-11-13,DRL-02,drill,11,25.9107,1.0,0.4,0.1,0.2933,0.7933,high,recent downtime
2023-11-13,LDR-01,loader,4,11.4018,0.0,0.2277,0.0,0.1067,0.3343,low,recent downtime
2023-11-13,LDR-02,loader,9,12.9911,1.0,0.2594,0.1,0.24,0.5994,low,recent downtime
2023-11-13,LDR-03,loader,13,14.3304,1.0,0.2861,0.1,0.3467,0.7328,medium,machine age
2023-11-20,DMP-01,dumper,3,11.3304,1.0,0.2262,0.1,0.08,0.4062,low,recent downtime
2023-11-20,DMP-02,dumper,8,11.2679,1.0,0.225,0.1,0.2133,0.5383,low,recent downtime
2023-11-20,DMP-03,dumper,12,17.7143,2.0,0.3537,0.2,0.32,0.8737,high,recent downtime
2023-11-20,DRL-01,drill,6,13.75,1.0,0.2746,0.1,0.16,0.5346,low,recent downtime
2023-11-20,DRL-02,drill,11,25.0982,1.0,0.4,0.1,0.2933,0.7933,high,recent downtime
2023-11-20,LDR-01,loader,4,9.7411,0.0,0.1945,0.0,0.1067,0.3012,low,recent downtime
2023-11-20,LDR-02,loader,9,11.3571,1.0,0.2268,0.1,0.24,0.5668,low,machine age
2023-11-20,LDR-03,loader,13,13.7411,1.0,0.2744,0.1,0.3467,0.721,medium,machine age
2023-11-27,DMP-01,dumper,3,11.4911,1.0,0.2295,0.1,0.08,0.4095,low,recent downtime
2023-11-27,DMP-02,dumper,8,11.4732,1.0,0.2291,0.1,0.2133,0.5424,low,recent downtime
2023-11-27,DMP-03,dumper,12,14.0893,1.0,0.2813,0.1,0.32,0.7013,medium,machine age
2023-11-27,DRL-01,drill,6,12.5893,1.0,0.2514,0.1,0.16,0.5114,low,recent downtime
2023-11-27,DRL-02,drill,11,25.8929,1.0,0.4,0.1,0.2933,0.7933,high,recent downtime
2023-11-27,LDR-01,loader,4,10.1071,0.0,0.2018,0.0,0.1067,0.3085,low,recent downtime
2023-11-27,LDR-02,loader,9,12.1071,1.0,0.2418,0.1,0.24,0.5818,low,recent downtime
2023-11-27,LDR-03,loader,13,12.9911,1.0,0.2594,0.1,0.3467,0.7061,medium,machine age
2023-12-04,DMP-01,dumper,3,12.1339,1.0,0.2423,0.1,0.08,0.4223,low,recent downtime
2023-12-04,DMP-02,dumper,8,8.0179,0.0,0.1601,0.0,0.2133,0.3734,low,machine age
2023-12-04,DMP-03,dumper,12,12.8036,1.0,0.2557,0.1,0.32,0.6757,medium,machine age
2023-12-04,DRL-01,drill,6,13.1607,1.0,0.2628,0.1,0.16,0.5228,low,recent downtime
2023-12-04,DRL-02,drill,11,27.1696,2.0,0.4,0.2,0.2933,0.8933,high,recent downtime
2023-12-04,LDR-01,loader,4,11.1786,0.0,0.2232,0.0,0.1067,0.3299,low,recent downtime
2023-12-04,LDR-02,loader,9,12.0446,1.0,0.2405,0.1,0.24,0.5805,low,recent downtime
2023-12-04,LDR-03,loader,13,14.1429,1.0,0.2824,0.1,0.3467,0.7291,medium,machine age
2023-12-11,DMP-01,dumper,3,11.6429,1.0,0.2325,0.1,0.08,0.4125,low,recent downtime
2023-12-11,DMP-02,dumper,8,9.0,0.0,0.1797,0.0,0.2133,0.393,low,machine age
2023-12-11,DMP-03,dumper,12,13.5268,1.0,0.2701,0.1,0.32,0.6901,medium,machine age
2023-12-11,DRL-01,drill,6,13.6339,1.0,0.2722,0.1,0.16,0.5322,low,recent downtime
2023-12-11,DRL-02,drill,11,31.7232,3.0,0.4,0.2,0.2933,0.8933,high,recent downtime
2023-12-11,LDR-01,loader,4,11.7679,0.0,0.235,0.0,0.1067,0.3416,low,recent downtime
2023-12-11,LDR-02,loader,9,12.1339,1.0,0.2423,0.1,0.24,0.5823,low,recent downtime
2023-12-11,LDR-03,loader,13,10.5982,0.0,0.2116,0.0,0.3467,0.5583,low,machine age
2023-12-18,DMP-01,dumper,3,12.2054,1.0,0.2437,0.1,0.08,0.4237,low,recent downtime
2023-12-18,DMP-02,dumper,8,9.75,0.0,0.1947,0.0,0.2133,0.408,low,machine age
2023-12-18,DMP-03,dumper,12,8.4464,0.0,0.1687,0.0,0.32,0.4887,low,machine age
2023-12-18,DRL-01,drill,6,9.0089,0.0,0.1799,0.0,0.16,0.3399,low,recent downtime
2023-12-18,DRL-02,drill,11,29.3839,3.0,0.4,0.2,0.2933,0.8933,high,recent downtime
2023-12-18,LDR-01,loader,4,10.9554,0.0,0.2188,0.0,0.1067,0.3254,low,recent downtime
2023-12-18,LDR-02,loader,9,17.0625,2.0,0.3407,0.2,0.24,0.7807,high,recent downtime
2023-12-18,LDR-03,loader,13,10.1607,0.0,0.2029,0.0,0.3467,0.5496,low,machine age
2023-12-25,DMP-01,dumper,3,9.625,0.0,0.1922,0.0,0.08,0.2722,low,recent downtime
2023-12-25,DMP-02,dumper,8,9.6071,0.0,0.1918,0.0,0.2133,0.4052,low,machine age
2023-12-25,DMP-03,dumper,12,8.6429,0.0,0.1726,0.0,0.32,0.4926,low,machine age
2023-12-25,DRL-01,drill,6,8.1696,0.0,0.1631,0.0,0.16,0.3231,low,recent downtime
2023-12-25,DRL-02,drill,11,24.3036,2.0,0.4,0.2,0.2933,0.8933,high,recent downtime
2023-12-25,LDR-01,loader,4,10.5536,0.0,0.2107,0.0,0.1067,0.3174,low,recent downtime
2023-12-25,LDR-02,loader,9,13.0089,1.0,0.2598,0.1,0.24,0.5998,low,recent downtime
2023-12-25,LDR-03,loader,13,9.8929,0.0,0.1975,0.0,0.3467,0.5442,low,machine age
2024-01-01,DMP-01,dumper,3,10.0446,0.0,0.2006,0.0,0.08,0.2806,low,recent downtime
2024-01-01,DMP-02,dumper,8,10.1518,0.0,0.2027,0.0,0.2133,0.416,low,machine age
2024-01-01,DMP-03,dumper,12,9.7321,0.0,0.1943,0.0,0.32,0.5143,low,machine age
2024-01-01,DRL-01,drill,6,7.2321,0.0,0.1444,0.0,0.16,0.3044,low,machine age
2024-01-01,DRL-02,drill,11,24.3036,3.0,0.4,0.2,0.2933,0.8933,high,recent downtime
2024-01-01,LDR-01,loader,4,9.3571,0.0,0.1868,0.0,0.1067,0.2935,low,recent downtime
2024-01-01,LDR-02,loader,9,12.9286,1.0,0.2582,0.1,0.24,0.5982,low,recent downtime
2024-01-01,LDR-03,loader,13,9.7411,0.0,0.1945,0.0,0.3467,0.5412,low,machine age
2024-01-08,DMP-01,dumper,3,9.4911,0.0,0.1895,0.0,0.08,0.2695,low,recent downtime
2024-01-08,DMP-02,dumper,8,9.7589,0.0,0.1949,0.0,0.2133,0.4082,low,machine age
2024-01-08,DMP-03,dumper,12,9.5446,0.0,0.1906,0.0,0.32,0.5106,low,machine age
2024-01-08,DRL-01,drill,6,8.1339,0.0,0.1624,0.0,0.16,0.3224,low,recent downtime
2024-01-08,DRL-02,drill,11,24.0357,3.0,0.4,0.2,0.2933,0.8933,high,recent downtime
2024-01-08,LDR-01,loader,4,8.2143,0.0,0.164,0.0,0.1067,0.2707,low,recent downtime
2024-01-08,LDR-02,loader,9,13.1875,1.0,0.2633,0.1,0.24,0.6033,medium,recent downtime
2024-01-08,LDR-03,loader,13,8.8125,0.0,0.176,0.0,0.3467,0.5226,low,machine age
2024-01-15,DMP-01,dumper,3,9.125,0.0,0.1822,0.0,0.08,0.2622,low,recent downtime
2024-01-15,DMP-02,dumper,8,9.2589,0.0,0.1849,0.0,0.2133,0.3982,low,machine age
2024-01-15,DMP-03,dumper,12,8.7679,0.0,0.1751,0.0,0.32,0.4951,low,machine age
2024-01-15,DRL-01,drill,6,9.2232,0.0,0.1842,0.0,0.16,0.3442,low,recent downtime
2024-01-15,DRL-02,drill,11,23.9018,3.0,0.4,0.2,0.2933,0.8933,high,recent downtime
2024-01-15,LDR-01,loader,4,8.5089,0.0,0.1699,0.0,0.1067,0.2766,low,recent downtime
2024-01-15,LDR-02,loader,9,12.8571,1.0,0.2567,0.1,0.24,0.5967,low,recent downtime
2024-01-15,LDR-03,loader,13,9.5804,0.0,0.1913,0.0,0.3467,0.538,low,machine age
2024-01-22,DMP-01,dumper,3,8.7857,0.0,0.1754,0.0,0.08,0.2554,low,recent downtime
2024-01-22,DMP-02,dumper,8,9.4911,0.0,0.1895,0.0,0.2133,0.4029,low,machine age
2024-01-22,DMP-03,dumper,12,9.7589,0.0,0.1949,0.0,0.32,0.5149,low,machine age
2024-01-22,DRL-01,drill,6,9.4464,0.0,0.1886,0.0,0.16,0.3486,low,recent downtime
2024-01-22,DRL-02,drill,11,23.2946,3.0,0.4,0.2,0.2933,0.8933,high,recent downtime
2024-01-22,LDR-01,loader,4,8.3571,0.0,0.1669,0.0,0.1067,0.2735,low,recent downtime
2024-01-22,LDR-02,loader,9,13.7946,1.0,0.2755,0.1,0.24,0.6155,medium,recent downtime
2024-01-22,LDR-03,loader,13,9.4464,0.0,0.1886,0.0,0.3467,0.5353,low,machine age
2024-01-29,DMP-01,dumper,3,7.8304,0.0,0.1564,0.0,0.08,0.2364,low,recent downtime
2024-01-29,DMP-02,dumper,8,9.5893,0.0,0.1915,0.0,0.2133,0.4048,low,machine age
2024-01-29,DMP-03,dumper,12,10.5357,0.0,0.2104,0.0,0.32,0.5304,low,machine age
2024-01-29,DRL-01,drill,6,9.1161,0.0,0.182,0.0,0.16,0.342,low,recent downtime
2024-01-29,DRL-02,drill,11,20.7679,2.0,0.4,0.2,0.2933,0.8933,high,recent downtime
2024-01-29,LDR-01,loader,4,7.3661,0.0,0.1471,0.0,0.1067,0.2538,low,recent downtime
2024-01-29,LDR-02,loader,9,14.6161,1.0,0.2919,0.1,0.24,0.6319,medium,recent downtime
2024-01-29,LDR-03,loader,13,8.3214,0.0,0.1662,0.0,0.3467,0.5128,low,machine age
2024-02-05,DMP-01,dumper,3,7.5982,0.0,0.1517,0.0,0.08,0.2317,low,recent downtime
2024-02-05,DMP-02,dumper,8,8.6339,0.0,0.1724,0.0,0.2133,0.3857,low,machine age
2024-02-05,DMP-03,dumper,12,9.9375,0.0,0.1984,0.0,0.32,0.5184,low,machine age
2024-02-05,DRL-01,drill,6,9.4196,0.0,0.1881,0.0,0.16,0.3481,low,recent downtime
2024-02-05,DRL-02,drill,11,17.5446,2.0,0.3503,0.2,0.2933,0.8437,high,recent downtime
2024-02-05,LDR-01,loader,4,7.0536,0.0,0.1408,0.0,0.1067,0.2475,low,recent downtime
2024-02-05,LDR-02,loader,9,16.7054,1.0,0.3336,0.1,0.24,0.6736,medium,recent downtime
2024-02-05,LDR-03,loader,13,7.5357,0.0,0.1505,0.0,0.3467,0.4971,low,machine age
2024-02-12,DMP-01,dumper,3,7.3304,0.0,0.1464,0.0,0.08,0.2264,low,recent downtime
2024-02-12,DMP-02,dumper,8,8.7232,0.0,0.1742,0.0,0.2133,0.3875,low,machine age
2024-02-12,DMP-03,dumper,12,10.2857,0.0,0.2054,0.0,0.32,0.5254,low,machine age
2024-02-12,DRL-01,drill,6,14.3571,1.0,0.2867,0.1,0.16,0.5467,low,recent downtime
2024-02-12,DRL-02,drill,11,18.1875,2.0,0.3632,0.2,0.2933,0.8565,high,recent downtime
2024-02-12,LDR-01,loader,4,7.0982,0.0,0.1417,0.0,0.1067,0.2484,low,recent downtime
2024-02-12,LDR-02,loader,9,12.0536,0.0,0.2407,0.0,0.24,0.4807,low,recent downtime
2024-02-12,LDR-03,loader,13,7.9554,0.0,0.1589,0.0,0.3467,0.5055,low,machine age
2024-02-19,DMP-01,dumper,3,7.4107,0.0,0.148,0.0,0.08,0.228,low,recent downtime
2024-02-19,DMP-02,dumper,8,9.5625,0.0,0.1909,0.0,0.2133,0.4043,low,machine age
2024-02-19,DMP-03,dumper,12,11.9643,0.0,0.2389,0.0,0.32,0.5589,low,machine age
2024-02-19,DRL-01,drill,6,14.3482,1.0,0.2865,0.1,0.16,0.5465,low,recent downtime
2024-02-19,DRL-02,drill,11,18.1875,2.0,0.3632,0.2,0.2933,0.8565,high,recent downtime
2024-02-19,LDR-01,loader,4,7.0714,0.0,0.1412,0.0,0.1067,0.2479,low,recent downtime
2024-02-19,LDR-02,loader,9,10.6339,0.0,0.2123,0.0,0.24,0.4523,low,machine age
2024-02-19,LDR-03,loader,13,7.25,0.0,0.1448,0.0,0.3467,0.4914,low,machine age
2024-02-26,DMP-01,dumper,3,6.9196,0.0,0.1382,0.0,0.08,0.2182,low,recent downtime
2024-02-26,DMP-02,dumper,8,8.3571,0.0,0.1669,0.0,0.2133,0.3802,low,machine age
2024-02-26,DMP-03,dumper,12,15.9554,1.0,0.3186,0.1,0.32,0.7386,medium,machine age
2024-02-26,DRL-01,drill,6,15.0179,1.0,0.2999,0.1,0.16,0.5599,low,recent downtime
2024-02-26,DRL-02,drill,11,14.5089,1.0,0.2897,0.1,0.2933,0.683,medium,machine age
2024-02-26,LDR-01,loader,4,7.75,0.0,0.1548,0.0,0.1067,0.2614,low,recent downtime
2024-02-26,LDR-02,loader,9,10.4911,0.0,0.2095,0.0,0.24,0.4495,low,machine age
2024-02-26,LDR-03,loader,13,7.7589,0.0,0.1549,0.0,0.3467,0.5016,low,machine age
2024-03-04,DMP-01,dumper,3,6.8571,0.0,0.1369,0.0,0.08,0.2169,low,recent downtime
2024-03-04,DMP-02,dumper,8,8.0804,0.0,0.1613,0.0,0.2133,0.3747,low,machine age
2024-03-04,DMP-03,dumper,12,15.6607,1.0,0.3127,0.1,0.32,0.7327,medium,machine age
2024-03-04,DRL-01,drill,6,15.0357,1.0,0.3002,0.1,0.16,0.5602,low,recent downtime
2024-03-04,DRL-02,drill,11,14.5982,1.0,0.2915,0.1,0.2933,0.6848,medium,machine age
2024-03-04,LDR-01,loader,4,10.0536,0.0,0.2007,0.0,0.1067,0.3074,low,recent downtime
2024-03-04,LDR-02,loader,9,9.9732,0.0,0.1991,0.0,0.24,0.4391,low,machine age
2024-03-04,LDR-03,loader,13,12.3839,1.0,0.2473,0.1,0.3467,0.6939,medium,machine age
2024-03-11,DMP-01,dumper,3,6.8482,0.0,0.1367,0.0,0.08,0.2167,low,recent downtime
2024-03-11,DMP-02,dumper,8,8.6607,0.0,0.1729,0.0,0.2133,0.3863,low,machine age
2024-03-11,DMP-03,dumper,12,16.0625,1.0,0.3207,0.1,0.32,0.7407,medium,recent downtime
2024-03-11,DRL-01,drill,6,16.0625,1.0,0.3207,0.1,0.16,0.5807,low,recent downtime
2024-03-11,DRL-02,drill,11,14.4554,1.0,0.2886,0.1,0.2933,0.682,medium,machine age
2024-03-11,LDR-01,loader,4,10.1696,0.0,0.2031,0.0,0.1067,0.3097,low,recent downtime
2024-03-11,LDR-02,loader,9,10.3304,0.0,0.2063,0.0,0.24,0.4463,low,machine age
2024-03-11,LDR-03,loader,13,11.8304,1.0,0.2362,0.1,0.3467,0.6829,medium,machine age
2024-03-18,DMP-01,dumper,3,6.8214,0.0,0.1362,0.0,0.08,0.2162,low,recent downtime
2024-03-18,DMP-02,dumper,8,8.4821,0.0,0.1694,0.0,0.2133,0.3827,low,machine age
2024-03-18,DMP-03,dumper,12,16.0982,1.0,0.3214,0.1,0.32,0.7414,medium,recent downtime
2024-03-18,DRL-01,drill,6,16.1786,1.0,0.3231,0.1,0.16,0.5831,low,recent downtime
2024-03-18,DRL-02,drill,11,15.4821,1.0,0.3091,0.1,0.2933,0.7025,medium,recent downtime
2024-03-18,LDR-01,loader,4,11.0536,0.0,0.2207,0.0,0.1067,0.3274,low,recent downtime
2024-03-18,LDR-02,loader,9,10.0268,0.0,0.2002,0.0,0.24,0.4402,low,machine age
2024-03-18,LDR-03,loader,13,13.5714,1.0,0.271,0.1,0.3467,0.7177,medium,machine age
2024-03-25,DMP-01,dumper,3,6.3214,0.0,0.1262,0.0,0.08,0.2062,low,recent downtime
2024-03-25,DMP-02,dumper,8,8.0179,0.0,0.1601,0.0,0.2133,0.3734,low,machine age
2024-03-25,DMP-03,dumper,12,15.3929,1.0,0.3074,0.1,0.32,0.7274,medium,machine age
2024-03-25,DRL-01,drill,6,15.9286,1.0,0.3181,0.1,0.16,0.5781,low,recent downtime
2024-03-25,DRL-02,drill,11,13.7589,1.0,0.2747,0.1,0.2933,0.6681,medium,machine age
2024-03-25,LDR-01,loader,4,16.2857,1.0,0.3252,0.1,0.1067,0.5319,low,recent downtime
2024-03-25,LDR-02,loader,9,10.0446,0.0,0.2006,0.0,0.24,0.4406,low,machine age
2024-03-25,LDR-03,loader,13,14.8661,1.0,0.2968,0.1,0.3467,0.7435,medium,machine age
2024-04-01,DMP-01,dumper,3,6.7143,0.0,0.1341,0.0,0.08,0.2141,low,recent downtime
2024-04-01,DMP-02,dumper,8,8.2054,0.0,0.1638,0.0,0.2133,0.3772,low,machine age
