elevation_m,lat,lon,lst_mean_c,ndvi_median,ndvi_std,rain_mm_per_year,sar_vh_mean_db,sar_vv_mean_db,slope_deg,zone_id,dist_to_mine_km
290.0255,21.725,80.245,29.9882,0.4457,0.1201,1538.2848,-16.768,-9.8652,1.5766,r07_c19,10.09
294.9203,21.725,80.255,30.5396,0.365,0.1231,1505.2206,-17.2645,-9.7876,1.4001,r07_c20,10.705
297.5723,21.725,80.265,30.7897,0.3487,0.1207,1504.9024,-17.7048,-10.4943,1.3563,r07_c21,11.381
303.652,21.725,80.275,30.9315,0.3258,0.0971,1504.9024,-16.8858,-9.2143,1.6007,r07_c22,12.108
305.8595,21.725,80.285,30.9212,0.3322,0.1254,1504.9024,-17.9107,-10.6166,1.8537,r07_c23,12.876
303.7554,21.725,80.295,30.6954,0.3457,0.1184,1504.9024,-17.3696,-9.9277,1.61,r07_c24,13.679
299.4187,21.725,80.305,30.5464,0.3922,0.1219,1529.883,-16.6131,-9.2057,1.5145,r07_c25,14.512
296.9155,21.725,80.315,30.5146,0.41,0.1185,1530.9282,-16.447,-9.4593,1.5433,r07_c26,15.368
301.3705,21.725,80.325,30.458,0.4019,0.1261,1530.9282,-16.6589,-9.4766,1.3236,r07_c27,16.245
301.99,21.725,80.335,30.3219,0.3978,0.1277,1530.9282,-16.6656,-9.5645,1.4207,r07_c28,17.14
300.4809,21.725,80.345,30.3186,0.3748,0.115,1531.5607,-16.962,-9.6274,1.7438,r07_c29,18.049
292.0905,21.735,80.055,30.6272,0.2952,0.1215,1472.1915,-17.736,-10.0214,1.3333,r08_c00,15.703
294.7543,21.735,80.065,30.1872,0.407,0.1304,1472.1915,-16.6085,-9.7977,1.2058,r08_c01,14.794
297.7007,21.735,80.075,29.971,0.4275,0.1242,1472.1915,-16.5913,-9.786,1.29,r08_c02,13.902
300.3368,21.735,80.085,30.0559,0.4127,0.1271,1472.1915,-16.5449,-9.6376,1.2659,r08_c03,13.031
306.7789,21.735,80.095,30.1423,0.402,0.1167,1472.1915,-16.6786,-9.824,1.5917,r08_c04,12.185
307.993,21.735,80.105,30.1858,0.4028,0.1274,1521.8665,-16.7661,-9.9552,1.1376,r08_c05,11.37
310.5105,21.735,80.115,30.2536,0.3752,0.1257,1522.2547,-17.0863,-9.885,1.3424,r08_c06,10.594
311.9933,21.735,80.125,30.294,0.3801,0.1239,1522.2547,-16.8674,-9.7104,1.3395,r08_c07,9.864
305.6374,21.735,80.135,30.3299,0.3694,0.1105,1522.2547,-17.0665,-10.0254,1.5018,r08_c08,9.192
303.349,21.735,80.145,30.2097,0.4875,0.1234,1522.2547,-15.4191,-8.6334,1.2471,r08_c09,8.593
300.7433,21.735,80.155,30.2411,0.3773,0.1194,1520.2769,-16.7329,-9.6339,1.3197,r08_c10,8.081
299.6418,21.735,80.165,30.5663,0.3275,0.1299,1520.1979,-17.607,-10.299,1.4766,r08_c11,7.675
297.0177,21.735,80.175,30.6442,0.3923,0.1218,1520.1979,-16.2341,-9.085,1.6523,r08_c12,7.392
287.6851,21.735,80.185,30.2785,0.3873,0.0982,1520.1979,-16.7839,-9.5384,2.3368,r08_c13,7.246
293.9193,21.735,80.195,29.7994,0.3916,0.1447,1520.5733,-17.086,-9.9517,1.4033,r08_c14,7.246
297.5903,21.735,80.205,29.3874,0.371,0.1723,1538.2848,-17.3725,-10.124,1.0338,r08_c15,7.392
297.7779,21.735,80.215,29.3589,0.3474,0.1649,1538.2848,-17.6114,-10.3341,0.7576,r08_c16,7.675
297.4701,21.735,80.225,29.5091,0.3802,0.1492,1538.2848,-17.2354,-10.0099,1.0867,r08_c17,8.081
295.5463,21.735,80.235,29.7583,0.4197,0.1277,1538.2848,-16.5981,-9.1972,1.2413,r08_c18,8.593
291.5407,21.735,80.245,30.0433,0.4309,0.1163,1538.2848,-16.6602,-9.7388,1.5079,r08_c19,9.192
292.7663,21.735,80.255,30.5099,0.3979,0.1184,1505.2195,-17.0475,-9.9,1.5473,r08_c20,9.864
294.7638,21.735,80.265,30.7771,0.3565,0.1187,1504.9024,-17.2611,-9.9436,1.082,r08_c21,10.594
297.159,21.735,80.275,30.81,0.3444,0.1296,1504.9024,-17.4409,-10.1985,1.1329,r08_c22,11.37
300.9534,21.735,80.285,30.752,0.3518,0.1313,1504.9024,-17.6195,-10.5371,1.6222,r08_c23,12.185
305.824,21.735,80.295,30.731,0.3525,0.1226,1504.9024,-17.9973,-10.7975,2.0136,r08_c24,13.031
303.9569,21.735,80.305,30.6761,0.3706,0.1298,1529.883,-17.219,-10.0465,1.6148,r08_c25,13.902
302.3006,21.735,80.315,30.5963,0.3625,0.1263,1530.9282,-17.0904,-9.7989,1.5051,r08_c26,14.794
301.8756,21.735,80.325,30.5867,0.3927,0.1111,1530.9282,-16.6999,-9.4385,1.6721,r08_c27,15.703
304.3067,21.735,80.335,30.4242,0.3958,0.1339,1530.9282,-16.9989,-9.6293,1.176,r08_c28,16.627
304.8921,21.735,80.345,30.2139,0.4,0.1149,1531.5607,-16.572,-9.1524,1.5087,r08_c29,17.562
294.0701,21.745,80.055,30.9325,0.2958,0.1103,1472.1915,-18.0887,-10.3151,1.6,r09_c00,15.223
296.3116,21.745,80.065,30.5394,0.3764,0.1276,1472.1915,-16.6323,-9.483,1.2586,r09_c01,14.283
300.9969,21.745,80.075,30.1683,0.3804,0.1143,1472.1915,-16.6302,-9.4675,1.6327,r09_c02,13.357
302.6353,21.745,80.085,30.1661,0.4017,0.1222,1472.1915,-16.5967,-9.6689,1.4586,r09_c03,12.448
302.8134,21.745,80.095,30.1126,0.4017,0.1158,1472.1915,-16.5234,-9.7374,1.4914,r09_c04,11.56
308.0627,21.745,80.105,30.1411,0.4301,0.1123,1521.8665,-16.3851,-9.5526,1.843,r09_c05,10.698
311.0191,21.745,80.115,30.2561,0.3994,0.1235,1522.2547,-16.8924,-9.9316,1.3952,r09_c06,9.868
313.0469,21.745,80.125,30.3578,0.3664,0.1216,1522.2547,-17.117,-10.0266,1.2919,r09_c07,9.08
308.8987,21.745,80.135,30.2254,0.4403,0.1266,1522.2547,-16.28,-9.3864,1.4083,r09_c08,8.346
309.6669,21.745,80.145,30.0507,0.3908,0.121,1522.2547,-16.6419,-9.7517,1.6785,r09_c09,7.681
320.3132,21.745,80.155,30.09,0.5003,0.1302,1520.2769,-15.5219,-8.5175,5.0189,r09_c10,7.104
301.99,21.745,80.165,30.5029,0.3563,0.1196,1520.1979,-17.0744,-10.0827,1.384,r09_c11,6.638
294.1586,21.745,80.175,30.7075,0.3698,0.1142,1520.1979,-16.8504,-9.6523,1.6667,r09_c12,6.309
292.2681,21.745,80.185,30.3703,0.4232,0.1077,1520.1979,-16.6632,-9.7057,1.8933,r09_c13,6.137
297.3147,21.745,80.195,29.8373,0.366,0.134,1520.5733,-17.2537,-9.5524,1.3103,r09_c14,6.137
299.079,21.745,80.205,29.4864,0.3508,0.1704,1538.2848,-17.9268,-10.3158,0.8568,r09_c15,6.309
297.7786,21.745,80.215,29.4632,0.3657,0.1505,1538.2848,-17.2035,-9.8895,1.1047,r09_c16,6.638
297.0557,21.745,80.225,29.5927,0.4126,0.1307,1538.2848,-16.5486,-9.3159,1.0327,r09_c17,7.104
294.7476,21.745,80.235,29.8148,0.4289,0.1242,1538.2848,-16.8164,-9.6486,1.4161,r09_c18,7.681
295.7071,21.745,80.245,30.0722,0.4089,0.1209,1538.2848,-16.7838,-9.6804,1.3615,r09_c19,8.346
295.6467,21.745,80.255,30.3326,0.3937,0.1123,1505.2195,-16.8359,-9.7157,1.3406,r09_c20,9.08
296.3592,21.745,80.265,30.4274,0.3915,0.1062,1504.9024,-16.9769,-9.6328,1.1547,r09_c21,9.868
297.2713,21.745,80.275,30.3517,0.4111,0.1225,1504.9024,-16.9159,-9.8645,1.0271,r09_c22,10.698
301.2643,21.745,80.285,30.3654,0.3691,0.1138,1504.9024,-17.3136,-10.1394,1.7744,r09_c23,11.56
307.0868,21.745,80.295,30.7045,0.3126,0.1132,1504.9024,-18.8448,-11.4254,1.8556,r09_c24,12.448
311.3312,21.745,80.305,30.8608,0.3342,0.1156,1529.8829,-17.2631,-9.9262,1.8134,r09_c25,13.357
306.971,21.745,80.315,30.6516,0.3705,0.1258,1530.9282,-17.1397,-9.8178,1.539,r09_c26,14.283
305.3141,21.745,80.325,30.594,0.3629,0.1242,1530.9282,-17.1299,-9.8112,1.6634,r09_c27,15.223
305.7427,21.745,80.335,30.5224,0.3799,0.1208,1530.9282,-16.9885,-9.6601,1.5427,r09_c28,16.174
308.7499,21.745,80.345,30.2999,0.3783,0.1171,1531.5607,-16.7881,-9.4648,1.4262,r09_c29,17.134
301.2268,21.755,80.055,30.9268,0.2896,0.0927,1440.9932,-16.7785,-8.5443,1.9594,r10_c00,14.811
300.1107,21.755,80.065,30.7443,0.3322,0.1127,1440.9922,-17.0244,-9.4563,1.4735,r10_c01,13.843
299.5916,21.755,80.075,30.3987,0.4041,0.1193,1440.9922,-16.5668,-9.7562,1.3011,r10_c02,12.886
303.6048,21.755,80.085,30.205,0.4148,0.1172,1440.9922,-16.5488,-9.8233,1.4788,r10_c03,11.941
307.048,21.755,80.095,30.0429,0.4465,0.1106,1440.9922,-16.2876,-9.6663,1.3605,r10_c04,11.012
308.2465,21.755,80.105,30.0052,0.4798,0.1071,1482.7893,-16.0502,-9.3876,1.5708,r10_c05,10.103
312.3747,21.755,80.115,30.34,0.4077,0.1142,1483.1147,-17.0472,-10.1783,1.608,r10_c06,9.22
319.0966,21.755,80.125,30.5528,0.3434,0.1096,1483.1147,-17.4937,-10.3445,1.4041,r10_c07,8.372
316.9981,21.755,80.135,30.354,0.4514,0.1135,1483.1147,-15.7454,-8.8244,1.5636,r10_c08,7.569
318.2798,21.755,80.145,30.1007,0.487,0.1127,1483.1147,-15.6783,-8.8054,1.8026,r10_c09,6.829
315.2864,21.755,80.155,30.1683,0.4312,0.1233,1518.0708,-15.9898,-9.0319,3.9875,r10_c10,6.172
301.2759,21.755,80.165,30.5124,0.353,0.1217,1519.4662,-17.2608,-10.2142,1.4131,r10_c11,5.63
291.5497,21.755,80.175,30.7396,0.3271,0.0924,1519.4662,-17.6416,-10.2639,2.3335,r10_c12,5.238
297.7998,21.755,80.185,30.5622,0.3827,0.1311,1519.4662,-17.1442,-10.0109,1.2478,r10_c13,5.03
300.0007,21.755,80.195,30.1159,0.3457,0.1701,1520.1611,-17.2881,-9.9705,1.0764,r10_c14,5.03
300.64,21.755,80.205,29.9357,0.3587,0.1555,1552.9257,-17.6545,-10.3008,0.9563,r10_c15,5.238
299.5677,21.755,80.215,29.9225,0.3641,0.1479,1552.9261,-17.2878,-10.0437,0.9528,r10_c16,5.63
297.9302,21.755,80.225,29.8796,0.4078,0.1369,1552.9261,-16.8504,-9.7719,1.271,r10_c17,6.172
298.5056,21.755,80.235,30.1691,0.3982,0.1343,1552.9257,-17.1898,-9.6923,0.9361,r10_c18,6.829
295.1628,21.755,80.245,30.4922,0.3967,0.1032,1552.9261,-17.4508,-10.3023,1.4788,r10_c19,7.569
299.307,21.755,80.255,30.5246,0.3667,0.1152,1612.091,-17.0367,-9.7424,1.2112,r10_c20,8.372
302.2548,21.755,80.265,30.2204,0.3753,0.1308,1612.6592,-17.2149,-9.9866,1.1515,r10_c21,9.22
300.18,21.755,80.275,29.9152,0.3871,0.1441,1612.6592,-17.2095,-10.1999,0.9959,r10_c22,10.103
301.9553,21.755,80.285,29.896,0.3758,0.1351,1612.6592,-17.2647,-10.1192,1.1118,r10_c23,11.012
303.8647,21.755,80.295,30.2814,0.3626,0.118,1612.6592,-17.3709,-10.2427,1.3949,r10_c24,11.941
309.8846,21.755,80.305,30.5839,0.3471,0.1177,1719.1177,-17.384,-10.095,1.4846,r10_c25,12.886
313.1032,21.755,80.315,30.582,0.3286,0.1158,1723.5702,-17.339,-10.0845,1.5812,r10_c26,13.843
307.8316,21.755,80.325,30.5772,0.389,0.1305,1723.5702,-16.9139,-9.6746,1.7505,r10_c27,14.811
306.5629,21.755,80.335,30.502,0.399,0.1172,1723.5701,-16.631,-9.5375,1.8549,r10_c28,15.787
310.7793,21.755,80.345,30.4128,0.3727,0.1266,1724.7274,-17.2314,-9.8951,1.4627,r10_c29,16.769
308.298,21.765,80.055,30.8827,0.3254,0.0698,1440.9705,-14.8444,-7.5554,1.8178,r11_c00,14.473
304.6834,21.765,80.065,30.8493,0.336,0.113,1440.9705,-17.473,-10.1526,1.5809,r11_c01,13.481
300.5134,21.765,80.075,30.7036,0.3846,0.1203,1440.9705,-16.8995,-10.1101,1.346,r11_c02,12.496
304.2715,21.765,80.085,30.5682,0.3492,0.1127,1440.9705,-17.3488,-10.3324,1.5917,r11_c03,11.519
308.4122,21.765,80.095,30.3816,0.3744,0.119,1440.9705,-17.0177,-10.2052,1.5667,r11_c04,10.553
311.8665,21.765,80.105,30.3045,0.3829,0.1218,1482.762,-16.9767,-9.989,1.4117,r11_c05,9.601
314.6348,21.765,80.115,30.4963,0.3676,0.1144,1483.0874,-17.087,-10.0361,1.5285,r11_c06,8.667
314.54,21.765,80.125,30.6106,0.3864,0.1236,1483.0874,-16.9534,-9.7976,1.3491,r11_c07,7.758
316.0485,21.765,80.135,30.519,0.4001,0.1176,1483.0874,-16.6077,-9.471,1.3362,r11_c08,6.885
309.4677,21.765,80.145,30.4521,0.4198,0.1115,1483.0874,-16.2948,-9.2654,1.3687,r11_c09,6.061
308.0997,21.765,80.155,30.5508,0.3374,0.1108,1518.0691,-17.1502,-9.9615,2.2336,r11_c10,5.311
299.5161,21.765,80.165,30.7193,0.3835,0.1176,1519.4657,-16.6904,-9.5952,1.5757,r11_c11,4.67
292.1065,21.765,80.175,30.7805,0.3316,0.0968,1519.4657,-18.6609,-11.3932,2.4932,r11_c12,4.189
296.8599,21.765,80.185,30.829,0.323,0.1126,1519.4657,-18.1072,-10.4792,2.04,r11_c13,3.926
299.1341,21.765,80.195,30.5888,0.3495,0.1373,1520.1617,-17.4561,-10.2844,1.4446,r11_c14,3.926
301.5253,21.765,80.205,30.1511,0.347,0.1777,1552.9363,-17.8012,-10.4679,0.8758,r11_c15,4.189
300.7935,21.765,80.215,29.9108,0.3802,0.1302,1552.9363,-16.828,-9.4777,1.1608,r11_c16,4.67
299.8499,21.765,80.225,29.854,0.4201,0.1498,1552.9363,-16.9297,-9.7483,1.0574,r11_c17,5.311
300.583,21.765,80.235,30.0301,0.3859,0.1511,1552.9363,-17.4905,-9.9191,1.0734,r11_c18,6.061
298.242,21.765,80.245,30.2518,0.4289,0.128,1552.9363,-16.9394,-9.7491,1.0364,r11_c19,6.885
299.8079,21.765,80.255,30.2499,0.3798,0.1043,1612.1642,-16.8455,-9.6165,1.457,r11_c20,7.758
309.0549,21.765,80.265,30.0975,0.3918,0.1189,1612.7343,-16.8358,-9.9963,2.4704,r11_c21,8.667
304.3073,21.765,80.275,29.7631,0.3104,0.139,1612.7343,-18.7348,-11.7222,1.471,r11_c22,9.601
305.7929,21.765,80.285,29.6359,0.3799,0.1279,1612.7343,-17.2875,-10.0698,1.1124,r11_c23,10.553
305.1284,21.765,80.295,29.8338,0.3874,0.1329,1612.7343,-17.1109,-9.8192,1.1787,r11_c24,11.519
307.9308,21.765,80.305,30.0021,0.3858,0.1308,1719.246,-17.1605,-10.0057,1.4696,r11_c25,12.496
311.8039,21.765,80.315,30.186,0.3778,0.1071,1723.7044,-17.2226,-10.1339,1.7039,r11_c26,13.481
313.906,21.765,80.325,30.4582,0.3623,0.1124,1723.7044,-17.2077,-9.8215,1.6472,r11_c27,14.473
313.6262,21.765,80.335,30.6586,0.3492,0.1162,1723.7044,-17.188,-9.9085,2.0859,r11_c28,15.47
310.4413,21.765,80.345,30.6954,0.3776,0.1214,1724.8635,-17.129,-9.8709,1.903,r11_c29,16.471
302.3723,21.775,80.055,30.8211,0.3551,0.1108,1440.9705,-16.4443,-8.7328,1.7992,r12_c00,14.214
308.7731,21.775,80.065,30.8548,0.324,0.1018,1440.9705,-16.3386,-9.0075,1.9049,r12_c01,13.202
305.0783,21.775,80.075,31.0153,0.3157,0.1207,1440.9705,-17.754,-10.6592,1.5041,r12_c02,12.195
301.2878,21.775,80.085,30.8649,0.3614,0.1163,1440.9705,-17.1605,-10.4066,1.21,r12_c03,11.192
304.5359,21.775,80.095,30.5994,0.3645,0.1272,1440.9705,-17.3086,-10.4431,1.2444,r12_c04,10.195
305.5593,21.775,80.105,30.5406,0.3742,0.1244,1482.7622,-17.1172,-10.3227,1.2223,r12_c05,9.206
307.9724,21.775,80.115,30.5123,0.3873,0.1309,1483.0874,-16.775,-9.9276,1.2824,r12_c06,8.228
312.4907,21.775,80.125,30.5027,0.3716,0.1307,1483.0874,-16.924,-9.7941,1.2857,r12_c07,7.264
311.1151,21.775,80.135,30.6061,0.3542,0.1167,1483.0874,-17.0234,-9.9326,1.4529,r12_c08,6.323
306.0774,21.775,80.145,30.752,0.3337,0.1154,1483.0874,-17.3784,-10.1793,1.5075,r12_c09,5.414
300.7067,21.775,80.155,30.9666,0.4378,0.1084,1518.0695,-16.4053,-9.4261,1.5757,r12_c10,4.559
296.7328,21.775,80.165,31.0895,0.4003,0.1088,1519.4657,-16.6557,-9.637,1.3539,r12_c11,3.794
295.1607,21.775,80.175,31.1716,0.4215,0.119,1519.4657,-16.3333,-9.3505,1.596,r12_c12,3.182
296.5749,21.775,80.185,31.2978,0.3323,0.1141,1519.4657,-17.6579,-10.3821,1.9166,r12_c13,2.827
292.7927,21.775,80.195,31.2101,0.2717,0.1032,1520.1604,-19.4933,-11.6397,2.3364,r12_c14,2.827
302.3896,21.775,80.205,30.556,0.3665,0.1376,1552.9363,-17.0566,-9.4907,1.1601,r12_c15,3.182
301.0331,21.775,80.215,29.9247,0.4152,0.1425,1552.9363,-16.7444,-9.5876,1.0544,r12_c16,3.794
301.4053,21.775,80.225,29.7167,0.4176,0.1389,1552.9363,-16.7455,-9.3863,1.0453,r12_c17,4.559
301.2133,21.775,80.235,29.6464,0.3955,0.1657,1552.9363,-17.3348,-10.0908,1.0221,r12_c18,5.414
298.9131,21.775,80.245,29.756,0.4262,0.1234,1552.9363,-16.7738,-9.6095,0.972,r12_c19,6.323
297.5887,21.775,80.255,29.9302,0.3889,0.1071,1612.1663,-16.7367,-9.6168,1.4614,r12_c20,7.264
300.8217,21.775,80.265,29.8479,0.3763,0.13,1612.7343,-17.3007,-10.1963,1.0524,r12_c21,8.228
323.5968,21.775,80.275,29.4625,0.4897,0.1237,1612.7343,-16.1376,-9.499,8.1875,r12_c22,9.206
378.19,21.775,80.285,29.1613,0.5812,0.1348,1612.7343,-14.3822,-7.8633,13.4734,r12_c23,10.195
322.1706,21.775,80.295,29.2741,0.445,0.1132,1612.7343,-16.5269,-9.4768,4.9091,r12_c24,11.192
311.9603,21.775,80.305,29.549,0.3481,0.1206,1719.2475,-18.2433,-11.2512,2.016,r12_c25,12.195
313.0246,21.775,80.315,29.6579,0.423,0.1158,1723.7044,-16.6356,-9.6253,1.4885,r12_c26,13.202
316.9688,21.775,80.325,29.9334,0.4057,0.1224,1723.7044,-17.0165,-9.9505,1.8646,r12_c27,14.214
321.5304,21.775,80.335,30.1218,0.3949,0.1165,1723.7044,-16.8076,-9.5719,1.7786,r12_c28,15.227
317.7912,21.775,80.345,30.0452,0.4825,0.1285,1724.8632,-15.8418,-8.9079,1.5568,r12_c29,16.244
299.9448,21.785,80.055,30.5221,0.4,0.1165,1440.9705,-16.3407,-9.0536,1.2881,r13_c00,14.038
302.608,21.785,80.065,30.3834,0.3985,0.1224,1440.9705,-16.472,-9.4188,1.4771,r13_c01,13.013
306.0984,21.785,80.075,30.6449,0.3817,0.116,1440.9705,-17.226,-10.615,1.5598,r13_c02,11.99
309.0674,21.785,80.085,30.7204,0.3681,0.1167,1440.9705,-16.8499,-9.9374,1.4948,r13_c03,10.969
306.8233,21.785,80.095,30.5292,0.404,0.1386,1440.9705,-16.9786,-10.138,1.2591,r13_c04,9.949
309.4435,21.785,80.105,30.3543,0.3711,0.1381,1482.7621,-17.0069,-9.7506,1.3307,r13_c05,8.933
311.3043,21.785,80.115,30.3343,0.3977,0.1392,1483.0874,-17.1281,-10.2579,1.2234,r13_c06,7.921
314.8614,21.785,80.125,30.4494,0.3893,0.1217,1483.0874,-17.3553,-10.0186,1.477,r13_c07,6.915
311.3314,21.785,80.135,30.6807,0.3814,0.1235,1483.0874,-16.8918,-9.9813,1.3199,r13_c08,5.919
308.4026,21.785,80.145,30.8794,0.3514,0.1245,1483.0874,-17.5421,-10.4868,1.269,r13_c09,4.936
305.3886,21.785,80.155,31.1338,0.3215,0.1232,1518.0695,-17.227,-9.9518,1.2098,r13_c10,3.98
306.5197,21.785,80.165,31.2818,0.2708,0.1185,1519.4657,-18.0691,-10.421,1.3197,r13_c11,3.073
305.6637,21.785,80.175,31.4369,0.2834,0.1223,1519.4657,-18.04,-10.4891,1.4015,r13_c12,2.276
299.0119,21.785,80.185,31.4659,0.3135,0.1061,1519.4657,-17.3853,-9.8579,1.537,r13_c13,1.746
294.5909,21.785,80.195,31.37,0.2929,0.0982,1520.1604,-18.6595,-11.1275,2.3444,r13_c14,1.746
298.7054,21.785,80.205,30.8976,0.3776,0.1351,1552.9363,-16.9299,-9.689,1.6518,r13_c15,2.276
302.8901,21.785,80.215,30.1992,0.3905,0.1198,1552.9363,-16.3201,-8.8338,0.9218,r13_c16,3.073
302.1102,21.785,80.225,29.7112,0.428,0.1168,1552.9363,-16.547,-9.0166,1.1323,r13_c17,3.98
302.0829,21.785,80.235,29.3082,0.3931,0.1598,1552.9363,-17.2424,-9.8424,0.903,r13_c18,4.936
300.95,21.785,80.245,29.3048,0.4023,0.1387,1552.9363,-17.2568,-9.8822,0.9619,r13_c19,5.919
298.6316,21.785,80.255,29.6065,0.3643,0.1091,1612.1644,-17.0068,-9.0905,1.3988,r13_c20,6.915
299.9005,21.785,80.265,29.6091,0.3808,0.1433,1612.7343,-17.2363,-10.0695,1.1439,r13_c21,7.921
311.4007,21.785,80.275,29.2252,0.4499,0.1238,1612.7343,-16.3941,-9.6363,3.2735,r13_c22,8.933
408.4509,21.785,80.285,28.6035,0.634,0.1193,1612.7343,-15.9225,-9.691,15.5005,r13_c23,9.949
487.9359,21.785,80.295,28.2655,0.6674,0.1358,1612.7343,-12.6943,-6.2651,17.5232,r13_c24,10.969
348.1587,21.785,80.305,28.7317,0.5223,0.1237,1719.2475,-14.4806,-7.6153,8.4097,r13_c25,11.99
324.4483,21.785,80.315,28.9811,0.553,0.1257,1723.7044,-14.933,-8.1203,2.0069,r13_c26,13.013
385.9271,21.785,80.325,28.8315,0.5776,0.131,1723.7044,-15.2465,-8.5681,12.9083,r13_c27,14.038
433.3728,21.785,80.335,28.6753,0.585,0.1358,1723.7044,-13.3499,-6.6198,15.6153,r13_c28,15.064
356.1548,21.785,80.345,28.6452,0.5973,0.128,1724.8632,-13.5117,-6.5424,9.4593,r13_c29,16.09
301.9742,21.795,80.055,30.3417,0.4044,0.1187,1440.9705,-16.1614,-8.9106,1.3598,r14_c00,13.949
303.6145,21.795,80.065,30.1636,0.3968,0.1196,1440.9705,-16.207,-8.8042,1.4524,r14_c01,12.918
308.0939,21.795,80.075,30.1432,0.4097,0.1154,1440.9705,-16.6961,-9.8658,1.3589,r14_c02,11.886
308.586,21.795,80.085,30.106,0.4456,0.1169,1440.9705,-16.8952,-10.0663,1.7741,r14_c03,10.855
318.2113,21.795,80.095,30.2019,0.3766,0.1214,1440.9705,-16.745,-10.1092,3.5437,r14_c04,9.824
315.5697,21.795,80.105,30.3815,0.3913,0.1144,1482.7622,-16.7565,-9.924,1.5975,r14_c05,8.793
315.981,21.795,80.115,30.5899,0.3594,0.1265,1483.0874,-17.5827,-10.5996,1.6543,r14_c06,7.763
321.9216,21.795,80.125,30.8889,0.3092,0.1123,1483.0874,-17.6294,-10.4073,1.8738,r14_c07,6.734
315.5396,21.795,80.135,31.116,0.3248,0.1201,1483.0874,-17.6238,-10.5714,1.8505,r14_c08,5.706
308.2548,21.795,80.145,31.1599,0.3355,0.1195,1483.0874,-17.3808,-10.2084,1.3282,r14_c09,4.679
303.201,21.795,80.155,31.0448,0.3135,0.1166,1518.0695,-17.3013,-10.1908,1.4395,r14_c10,3.656
300.0426,21.795,80.165,30.8055,0.3031,0.1089,1519.4657,-18.0351,-10.4115,2.1204,r14_c11,2.64
299.413,21.795,80.175,30.7914,0.3202,0.1109,1519.4657,-18.0412,-10.503,2.5287,r14_c12,1.645
297.5505,21.795,80.185,30.951,0.2762,0.0795,1519.4657,-17.4188,-9.177,2.4628,r14_c13,0.759
303.1201,21.795,80.195,31.1349,0.3461,0.0984,1520.1604,-17.0323,-9.2179,1.5443,r14_c14,0.759
300.7651,21.795,80.205,31.0821,0.3742,0.0938,1552.9363,-17.082,-9.5616,1.2951,r14_c15,1.645
303.5059,21.795,80.215,30.4306,0.382,0.1107,1552.9363,-16.2972,-8.9933,1.2761,r14_c16,2.64
303.5376,21.795,80.225,29.4711,0.3927,0.1691,1552.9363,-17.4183,-10.0418,1.0248,r14_c17,3.656
302.7853,21.795,80.235,28.9532,0.3795,0.1892,1552.9363,-17.5938,-10.268,0.936,r14_c18,4.679
302.2939,21.795,80.245,28.8673,0.3772,0.1983,1552.9363,-17.8528,-10.5173,0.8832,r14_c19,5.706
300.3323,21.795,80.255,29.0556,0.4009,0.1529,1612.1644,-17.104,-9.8536,1.1089,r14_c20,6.734
299.9855,21.795,80.265,29.2859,0.3973,0.1269,1612.7343,-16.8084,-9.6791,1.4805,r14_c21,7.763
306.4584,21.795,80.275,29.287,0.3787,0.1375,1612.7343,-17.1493,-10.2052,1.2862,r14_c22,8.793
328.3252,21.795,80.285,28.7239,0.5669,0.1068,1612.7343,-15.2266,-8.6198,4.7327,r14_c23,9.824
435.0436,21.795,80.295,28.0037,0.6604,0.1223,1612.7343,-15.2234,-8.8821,15.7557,r14_c24,10.855
423.0912,21.795,80.305,27.7581,0.6468,0.133,1719.2475,-13.2451,-6.6057,18.4426,r14_c25,11.886
471.0512,21.795,80.315,27.7531,0.6453,0.1276,1723.7044,-14.1722,-7.6169,17.1289,r14_c26,12.918
607.2954,21.795,80.325,27.4139,0.6522,0.1083,1723.7044,-15.1767,-8.7555,15.379,r14_c27,13.949
700.6022,21.795,80.335,27.2501,0.6576,0.1273,1723.7044,-14.1265,-7.7462,8.6428,r14_c28,14.981
672.4054,21.795,80.345,27.3703,0.6579,0.1252,1724.8651,-13.3113,-6.853,13.8325,r14_c29,16.013
302.6625,21.805,80.055,30.3086,0.44,0.1427,1493.9262,-16.2283,-9.1778,1.2452,r15_c00,13.949
304.7375,21.805,80.065,29.9635,0.4321,0.1223,1493.9263,-16.3164,-9.1799,1.3946,r15_c01,12.917
310.1379,21.805,80.075,29.7511,0.4484,0.1097,1493.9257,-16.3364,-9.6034,1.3167,r15_c02,11.886
312.6928,21.805,80.085,29.644,0.5397,0.1059,1493.9262,-15.6803,-9.0845,1.1404,r15_c03,10.855
313.6228,21.805,80.095,29.8218,0.4555,0.1178,1493.9279,-16.3021,-9.7165,1.2529,r15_c04,9.824
322.7342,21.805,80.105,30.4369,0.3002,0.1075,1508.2186,-17.7732,-10.6359,2.2349,r15_c05,8.793
326.6749,21.805,80.115,31.0295,0.3032,0.1071,1508.3288,-17.7632,-10.5468,2.413,r15_c06,7.763
335.0157,21.805,80.125,31.3022,0.389,0.1316,1508.3277,-16.9471,-10.0816,4.6548,r15_c07,6.734
321.0315,21.805,80.135,31.3762,0.3493,0.1265,1508.328,-16.9536,-10.0114,2.1873,r15_c08,5.705
310.3894,21.805,80.145,31.3802,0.3272,0.1046,1508.328,-16.9104,-9.2883,1.3531,r15_c09,4.679
