week_start,equipment_id,equipment_type,age_years,scheduled_hours,downtime_hours,breakdown_events
2024-04-15,LDR-02,loader,9,140,11.3,0
2024-04-22,LDR-02,loader,9,140,18.4,0
2024-04-29,LDR-02,loader,9,140,9.3,0
2024-05-06,LDR-02,loader,9,140,16.3,0
2024-05-13,LDR-02,loader,9,140,10.2,0
2024-05-20,LDR-02,loader,9,140,21.2,0
2024-05-27,LDR-02,loader,9,140,4.2,0
2024-06-03,LDR-02,loader,9,140,6.7,0
2024-06-10,LDR-02,loader,9,140,13.4,0
2024-06-17,LDR-02,loader,9,140,15.0,0
2024-06-24,LDR-02,loader,9,140,18.0,0
2024-07-01,LDR-02,loader,9,140,25.2,0
2024-07-08,LDR-02,loader,9,140,15.5,0
2024-07-15,LDR-02,loader,9,140,25.5,0
2024-07-22,LDR-02,loader,9,140,28.3,0
2024-07-29,LDR-02,loader,9,140,78.8,1
2024-08-05,LDR-02,loader,9,140,28.2,0
2024-08-12,LDR-02,loader,9,140,32.9,0
2024-08-19,LDR-02,loader,9,140,81.4,1
2024-08-26,LDR-02,loader,9,140,19.0,0
2024-09-02,LDR-02,loader,9,140,21.6,0
2024-09-09,LDR-02,loader,9,140,36.2,0
2024-09-16,LDR-02,loader,9,140,21.5,0
2024-09-23,LDR-02,loader,9,140,21.7,0
2024-09-30,LDR-02,loader,9,140,22.0,0
2024-10-07,LDR-02,loader,9,140,22.7,0
2024-10-14,LDR-02,loader,9,140,12.1,0
2024-10-21,LDR-02,loader,9,140,9.5,0
2024-10-28,LDR-02,loader,9,140,16.5,0
2024-11-04,LDR-02,loader,9,140,20.3,0
2024-11-11,LDR-02,loader,9,140,22.2,0
2024-11-18,LDR-02,loader,9,140,25.3,0
2024-11-25,LDR-02,loader,9,140,19.5,0
2024-12-02,LDR-02,loader,9,140,9.1,0
2024-12-09,LDR-02,loader,9,140,14.0,0
2024-12-16,LDR-02,loader,9,140,13.9,0
2024-12-23,LDR-02,loader,9,140,39.3,1
2024-12-30,LDR-02,loader,9,140,16.5,0
2025-01-06,LDR-02,loader,9,140,11.8,0
2025-01-13,LDR-02,loader,9,140,11.7,0
2025-01-20,LDR-02,loader,9,140,29.4,0
2025-01-27,LDR-02,loader,9,140,12.0,0
2025-02-03,LDR-02,loader,9,140,21.2,0
2025-02-10,LDR-02,loader,9,140,21.8,0
2025-02-17,LDR-02,loader,9,140,14.1,0
2025-02-24,LDR-02,loader,9,140,11.6,0
2025-03-03,LDR-02,loader,9,140,7.8,0
2025-03-10,LDR-02,loader,9,140,5.1,0
2025-03-17,LDR-02,loader,9,140,17.5,0
2025-03-24,LDR-02,loader,9,140,15.5,0
2025-03-31,LDR-02,loader,9,140,18.4,0
2025-04-07,LDR-02,loader,9,140,9.9,0
2025-04-14,LDR-02,loader,9,140,31.2,0
2025-04-21,LDR-02,loader,9,140,16.7,0
2025-04-28,LDR-02,loader,9,140,67.6,1
2025-05-05,LDR-02,loader,9,140,3.3,0
2025-05-12,LDR-02,loader,9,140,10.4,0
2025-05-19,LDR-02,loader,9,140,19.2,0
2025-05-26,LDR-02,loader,9,140,26.3,0
2025-06-02,LDR-02,loader,9,140,13.6,0
2025-06-09,LDR-02,loader,9,140,29.5,0
2025-06-16,LDR-02,loader,9,140,8.5,0
2025-06-23,LDR-02,loader,9,140,19.3,0
2025-06-30,LDR-02,loader,9,140,21.5,0
2025-07-07,LDR-02,loader,9,140,34.4,0
2025-07-14,LDR-02,loader,9,140,28.0,0
2025-07-21,LDR-02,loader,9,140,22.4,0
2025-07-28,LDR-02,loader,9,140,13.4,0
2025-08-04,LDR-02,loader,9,140,30.6,0
2025-08-11,LDR-02,loader,9,140,26.6,0
2025-08-18,LDR-02,loader,9,140,29.7,0
2025-08-25,LDR-02,loader,9,140,29.9,0
2025-09-01,LDR-02,loader,9,140,34.5,0
2025-09-08,LDR-02,loader,9,140,22.7,0
2025-09-15,LDR-02,loader,9,140,40.4,0
2025-09-22,LDR-02,loader,9,140,21.5,0
2025-09-29,LDR-02,loader,9,140,21.1,0
2025-10-06,LDR-02,loader,9,140,20.9,0
2025-10-13,LDR-02,loader,9,140,20.7,0
2025-10-20,LDR-02,loader,9,140,24.1,0
2025-10-27,LDR-02,loader,9,140,13.9,0
2025-11-03,LDR-02,loader,9,140,7.6,0
2025-11-10,LDR-02,loader,9,140,11.2,0
2025-11-17,LDR-02,loader,9,140,5.8,0
2025-11-24,LDR-02,loader,9,140,19.1,0
2025-12-01,LDR-02,loader,9,140,10.6,0
2025-12-08,LDR-02,loader,9,140,8.9,0
2025-12-15,LDR-02,loader,9,140,19.6,0
2025-12-22,LDR-02,loader,9,140,26.7,0
2023-01-02,LDR-03,loader,13,140,25.6,0
2023-01-09,LDR-03,loader,13,140,14.3,0
2023-01-16,LDR-03,loader,13,140,7.0,0
2023-01-23,LDR-03,loader,13,140,10.8,0
2023-01-30,LDR-03,loader,13,140,15.8,0
2023-02-06,LDR-03,loader,13,140,11.0,0
2023-02-13,LDR-03,loader,13,140,7.2,0
2023-02-20,LDR-03,loader,13,140,15.3,0
2023-02-27,LDR-03,loader,13,140,25.1,0
2023-03-06,LDR-03,loader,13,140,21.9,0
2023-03-13,LDR-03,loader,13,140,33.3,0
2023-03-20,LDR-03,loader,13,140,26.9,0
2023-03-27,LDR-03,loader,13,140,7.8,0
2023-04-03,LDR-03,loader,13,140,21.1,0
2023-04-10,LDR-03,loader,13,140,14.1,0
2023-04-17,LDR-03,loader,13,140,20.2,0
2023-04-24,LDR-03,loader,13,140,8.1,0
2023-05-01,LDR-03,loader,13,140,56.1,1
2023-05-08,LDR-03,loader,13,140,29.4,0
2023-05-15,LDR-03,loader,13,140,16.4,0
2023-05-22,LDR-03,loader,13,140,10.4,0
2023-05-29,LDR-03,loader,13,140,10.0,0
2023-06-05,LDR-03,loader,13,140,17.2,0
2023-06-12,LDR-03,loader,13,140,80.9,1
2023-06-19,LDR-03,loader,13,140,18.8,0
2023-06-26,LDR-03,loader,13,140,26.6,0
2023-07-03,LDR-03,loader,13,140,43.3,1
2023-07-10,LDR-03,loader,13,140,31.4,0
2023-07-17,LDR-03,loader,13,140,29.3,0
2023-07-24,LDR-03,loader,13,140,17.2,0
2023-07-31,LDR-03,loader,13,140,46.7,0
2023-08-07,LDR-03,loader,13,140,26.3,0
2023-08-14,LDR-03,loader,13,140,17.0,0
2023-08-21,LDR-03,loader,13,140,17.5,0
2023-08-28,LDR-03,loader,13,140,19.2,0
2023-09-04,LDR-03,loader,13,140,24.8,0
2023-09-11,LDR-03,loader,13,140,23.1,0
2023-09-18,LDR-03,loader,13,140,33.4,0
2023-09-25,LDR-03,loader,13,140,16.5,0
2023-10-02,LDR-03,loader,13,140,16.1,0
2023-10-09,LDR-03,loader,13,140,9.2,0
2023-10-16,LDR-03,loader,13,140,54.8,1
2023-10-23,LDR-03,loader,13,140,9.5,0
2023-10-30,LDR-03,loader,13,140,18.3,0
2023-11-06,LDR-03,loader,13,140,19.5,0
2023-11-13,LDR-03,loader,13,140,16.6,0
2023-11-20,LDR-03,loader,13,140,9.9,0
2023-11-27,LDR-03,loader,13,140,7.7,0
2023-12-04,LDR-03,loader,13,140,22.1,0
2023-12-11,LDR-03,loader,13,140,15.1,0
2023-12-18,LDR-03,loader,13,140,4.6,0
2023-12-25,LDR-03,loader,13,140,15.3,0
2024-01-01,LDR-03,loader,13,140,17.8,0
2024-01-08,LDR-03,loader,13,140,6.2,0
2024-01-15,LDR-03,loader,13,140,18.5,0
2024-01-22,LDR-03,loader,13,140,6.2,0
2024-01-29,LDR-03,loader,13,140,9.5,0
2024-02-05,LDR-03,loader,13,140,6.3,0
2024-02-12,LDR-03,loader,13,140,9.3,0
2024-02-19,LDR-03,loader,13,140,7.4,0
2024-02-26,LDR-03,loader,13,140,23.5,0
2024-03-04,LDR-03,loader,13,140,58.0,1
2024-03-11,LDR-03,loader,13,140,12.3,0
2024-03-18,LDR-03,loader,13,140,25.7,0
2024-03-25,LDR-03,loader,13,140,24.0,0
2024-04-01,LDR-03,loader,13,140,11.6,0
2024-04-08,LDR-03,loader,13,140,18.9,0
2024-04-15,LDR-03,loader,13,140,11.9,0
2024-04-22,LDR-03,loader,13,140,13.6,0
2024-04-29,LDR-03,loader,13,140,7.7,0
2024-05-06,LDR-03,loader,13,140,17.6,0
2024-05-13,LDR-03,loader,13,140,24.8,0
2024-05-20,LDR-03,loader,13,140,82.7,1
2024-05-27,LDR-03,loader,13,140,15.2,0
2024-06-03,LDR-03,loader,13,140,4.8,0
2024-06-10,LDR-03,loader,13,140,11.6,0
2024-06-17,LDR-03,loader,13,140,16.6,0
2024-06-24,LDR-03,loader,13,140,12.0,0
2024-07-01,LDR-03,loader,13,140,15.2,0
2024-07-08,LDR-03,loader,13,140,76.8,1
2024-07-15,LDR-03,loader,13,140,87.2,1
2024-07-22,LDR-03,loader,13,140,29.0,0
2024-07-29,LDR-03,loader,13,140,33.5,0
2024-08-05,LDR-03,loader,13,140,19.1,0
2024-08-12,LDR-03,loader,13,140,16.3,0
2024-08-19,LDR-03,loader,13,140,30.6,0
2024-08-26,LDR-03,loader,13,140,67.7,1
2024-09-02,LDR-03,loader,13,140,16.0,0
2024-09-09,LDR-03,loader,13,140,27.9,0
2024-09-16,LDR-03,loader,13,140,18.9,0
2024-09-23,LDR-03,loader,13,140,26.3,0
2024-09-30,LDR-03,loader,13,140,19.6,0
2024-10-07,LDR-03,loader,13,140,30.6,0
2024-10-14,LDR-03,loader,13,140,12.7,0
2024-10-21,LDR-03,loader,13,140,7.6,0
2024-10-28,LDR-03,loader,13,140,29.3,0
2024-11-04,LDR-03,loader,13,140,17.0,0
2024-11-11,LDR-03,loader,13,140,13.7,0
2024-11-18,LDR-03,loader,13,140,8.8,0
2024-11-25,LDR-03,loader,13,140,11.9,0
2024-12-02,LDR-03,loader,13,140,11.6,0
2024-12-09,LDR-03,loader,13,140,7.2,0
2024-12-16,LDR-03,loader,13,140,4.3,0
2024-12-23,LDR-03,loader,13,140,11.9,0
2024-12-30,LDR-03,loader,13,140,20.5,0
2025-01-06,LDR-03,loader,13,140,26.3,0
2025-01-13,LDR-03,loader,13,140,23.3,0
2025-01-20,LDR-03,loader,13,140,23.4,0
2025-01-27,LDR-03,loader,13,140,7.7,0
2025-02-03,LDR-03,loader,13,140,16.2,0
2025-02-10,LDR-03,loader,13,140,18.5,0
2025-02-17,LDR-03,loader,13,140,19.0,0
2025-02-24,LDR-03,loader,13,140,13.6,0
2025-03-03,LDR-03,loader,13,140,15.2,0
2025-03-10,LDR-03,loader,13,140,35.4,0
2025-03-17,LDR-03,loader,13,140,22.6,0
2025-03-24,LDR-03,loader,13,140,18.3,0
2025-03-31,LDR-03,loader,13,140,19.7,0
2025-04-07,LDR-03,loader,13,140,11.3,0
2025-04-14,LDR-03,loader,13,140,19.6,0
2025-04-21,LDR-03,loader,13,140,15.4,0
2025-04-28,LDR-03,loader,13,140,21.6,0
2025-05-05,LDR-03,loader,13,140,9.8,0
2025-05-12,LDR-03,loader,13,140,20.6,0
2025-05-19,LDR-03,loader,13,140,12.3,0
2025-05-26,LDR-03,loader,13,140,22.2,0
2025-06-02,LDR-03,loader,13,140,17.4,0
2025-06-09,LDR-03,loader,13,140,16.1,0
2025-06-16,LDR-03,loader,13,140,14.4,0
2025-06-23,LDR-03,loader,13,140,18.3,0
2025-06-30,LDR-03,loader,13,140,24.9,0
2025-07-07,LDR-03,loader,13,140,19.4,0
2025-07-14,LDR-03,loader,13,140,24.3,0
2025-07-21,LDR-03,loader,13,140,25.4,0
2025-07-28,LDR-03,loader,13,140,36.4,0
2025-08-04,LDR-03,loader,13,140,29.4,0
2025-08-11,LDR-03,loader,13,140,24.7,0
2025-08-18,LDR-03,loader,13,140,28.0,0
2025-08-25,LDR-03,loader,13,140,16.5,0
2025-09-01,LDR-03,loader,13,140,21.8,0
2025-09-08,LDR-03,loader,13,140,16.1,0
2025-09-15,LDR-03,loader,13,140,6.9,0
2025-09-22,LDR-03,loader,13,140,35.0,0
2025-09-29,LDR-03,loader,13,140,12.3,0
2025-10-06,LDR-03,loader,13,140,16.3,0
2025-10-13,LDR-03,loader,13,140,15.7,0
2025-10-20,LDR-03,loader,13,140,52.2,1
2025-10-27,LDR-03,loader,13,140,14.2,0
2025-11-03,LDR-03,loader,13,140,16.3,0
2025-11-10,LDR-03,loader,13,140,12.2,0
2025-11-17,LDR-03,loader,13,140,5.9,0
2025-11-24,LDR-03,loader,13,140,14.5,0
2025-12-01,LDR-03,loader,13,140,19.6,0
2025-12-08,LDR-03,loader,13,140,8.3,0
2025-12-15,LDR-03,loader,13,140,15.6,0
2025-12-22,LDR-03,loader,13,140,32.6,0
2023-01-02,DMP-01,dumper,3,140,8.9,0
2023-01-09,DMP-01,dumper,3,140,9.2,0
2023-01-16,DMP-01,dumper,3,140,21.6,0
2023-01-23,DMP-01,dumper,3,140,2.0,0
2023-01-30,DMP-01,dumper,3,140,29.9,0
2023-02-06,DMP-01,dumper,3,140,6.0,0
2023-02-13,DMP-01,dumper,3,140,6.2,0
2023-02-20,DMP-01,dumper,3,140,7.8,0
2023-02-27,DMP-01,dumper,3,140,3.0,0
2023-03-06,DMP-01,dumper,3,140,9.3,0
2023-03-13,DMP-01,dumper,3,140,13.3,0
2023-03-20,DMP-01,dumper,3,140,55.9,1
2023-03-27,DMP-01,dumper,3,140,84.4,1
2023-04-03,DMP-01,dumper,3,140,5.9,0
2023-04-10,DMP-01,dumper,3,140,20.4,0
2023-04-17,DMP-01,dumper,3,140,12.2,0
2023-04-24,DMP-01,dumper,3,140,6.2,0
2023-05-01,DMP-01,dumper,3,140,5.6,0
2023-05-08,DMP-01,dumper,3,140,11.4,0
2023-05-15,DMP-01,dumper,3,140,11.1,0
2023-05-22,DMP-01,dumper,3,140,11.6,0
2023-05-29,DMP-01,dumper,3,140,18.9,0
2023-06-05,DMP-01,dumper,3,140,17.3,0
2023-06-12,DMP-01,dumper,3,140,70.4,1
2023-06-19,DMP-01,dumper,3,140,9.2,0
2023-06-26,DMP-01,dumper,3,140,11.8,0
2023-07-03,DMP-01,dumper,3,140,15.8,0
2023-07-10,DMP-01,dumper,3,140,21.3,0
2023-07-17,DMP-01,dumper,3,140,21.8,0
2023-07-24,DMP-01,dumper,3,140,28.9,0
2023-07-31,DMP-01,dumper,3,140,16.2,0
2023-08-07,DMP-01,dumper,3,140,33.0,0
2023-08-14,DMP-01,dumper,3,140,12.9,0
2023-08-21,DMP-01,dumper,3,140,7.8,0
2023-08-28,DMP-01,dumper,3,140,30.4,0
2023-09-04,DMP-01,dumper,3,140,8.4,0
2023-09-11,DMP-01,dumper,3,140,23.8,0
2023-09-18,DMP-01,dumper,3,140,15.8,0
2023-09-25,DMP-01,dumper,3,140,24.7,0
2023-10-02,DMP-01,dumper,3,140,11.0,0
2023-10-09,DMP-01,dumper,3,140,13.0,0
2023-10-16,DMP-01,dumper,3,140,14.2,0
2023-10-23,DMP-01,dumper,3,140,3.9,0
2023-10-30,DMP-01,dumper,3,140,45.5,1
2023-11-06,DMP-01,dumper,3,140,13.4,0
2023-11-13,DMP-01,dumper,3,140,15.6,0
2023-11-20,DMP-01,dumper,3,140,10.3,0
2023-11-27,DMP-01,dumper,3,140,12.8,0
2023-12-04,DMP-01,dumper,3,140,20.2,0
2023-12-11,DMP-01,dumper,3,140,8.7,0
2023-12-18,DMP-01,dumper,3,140,10.2,0
2023-12-25,DMP-01,dumper,3,140,16.6,0
2024-01-01,DMP-01,dumper,3,140,18.1,0
2024-01-08,DMP-01,dumper,3,140,9.4,0
2024-01-15,DMP-01,dumper,3,140,6.2,0
2024-01-22,DMP-01,dumper,3,140,9.0,0
2024-01-29,DMP-01,dumper,3,140,9.5,0
2024-02-05,DMP-01,dumper,3,140,6.1,0
2024-02-12,DMP-01,dumper,3,140,7.2,0
2024-02-19,DMP-01,dumper,3,140,17.5,0
2024-02-26,DMP-01,dumper,3,140,12.6,0
2024-03-04,DMP-01,dumper,3,140,8.7,0
2024-03-11,DMP-01,dumper,3,140,6.1,0
2024-03-18,DMP-01,dumper,3,140,8.7,0
2024-03-25,DMP-01,dumper,3,140,3.9,0
2024-04-01,DMP-01,dumper,3,140,10.5,0
2024-04-08,DMP-01,dumper,3,140,9.1,0
2024-04-15,DMP-01,dumper,3,140,12.9,0
2024-04-22,DMP-01,dumper,3,140,13.7,0
2024-04-29,DMP-01,dumper,3,140,10.9,0
2024-05-06,DMP-01,dumper,3,140,7.6,0
2024-05-13,DMP-01,dumper,3,140,6.0,0
2024-05-20,DMP-01,dumper,3,140,5.7,0
2024-05-27,DMP-01,dumper,3,140,16.6,0
2024-06-03,DMP-01,dumper,3,140,11.1,0
2024-06-10,DMP-01,dumper,3,140,9.4,0
2024-06-17,DMP-01,dumper,3,140,15.1,0
2024-06-24,DMP-01,dumper,3,140,23.5,0
2024-07-01,DMP-01,dumper,3,140,15.5,0
2024-07-08,DMP-01,dumper,3,140,18.6,0
2024-07-15,DMP-01,dumper,3,140,16.2,0
2024-07-22,DMP-01,dumper,3,140,39.2,0
2024-07-29,DMP-01,dumper,3,140,17.0,0
2024-08-05,DMP-01,dumper,3,140,17.8,0
2024-08-12,DMP-01,dumper,3,140,21.6,0
2024-08-19,DMP-01,dumper,3,140,18.5,0
2024-08-26,DMP-01,dumper,3,140,14.0,0
2024-09-02,DMP-01,dumper,3,140,22.4,0
2024-09-09,DMP-01,dumper,3,140,17.1,0
2024-09-16,DMP-01,dumper,3,140,16.8,0
2024-09-23,DMP-01,dumper,3,140,7.1,0
2024-09-30,DMP-01,dumper,3,140,7.5,0
2024-10-07,DMP-01,dumper,3,140,7.7,0
2024-10-14,DMP-01,dumper,3,140,9.1,0
2024-10-21,DMP-01,dumper,3,140,71.1,1
2024-10-28,DMP-01,dumper,3,140,12.4,0
2024-11-04,DMP-01,dumper,3,140,6.2,0
2024-11-11,DMP-01,dumper,3,140,24.5,0
2024-11-18,DMP-01,dumper,3,140,6.3,0
2024-11-25,DMP-01,dumper,3,140,10.0,0
2024-12-02,DMP-01,dumper,3,140,9.2,0
2024-12-09,DMP-01,dumper,3,140,5.4,0
2024-12-16,DMP-01,dumper,3,140,9.0,0
2024-12-23,DMP-01,dumper,3,140,8.7,0
2024-12-30,DMP-01,dumper,3,140,14.4,0
2025-01-06,DMP-01,dumper,3,140,12.0,0
2025-01-13,DMP-01,dumper,3,140,13.0,0
2025-01-20,DMP-01,dumper,3,140,14.2,0
2025-01-27,DMP-01,dumper,3,140,12.4,0
2025-02-03,DMP-01,dumper,3,140,10.8,0
2025-02-10,DMP-01,dumper,3,140,6.6,0
2025-02-17,DMP-01,dumper,3,140,10.1,0
2025-02-24,DMP-01,dumper,3,140,6.0,0
2025-03-03,DMP-01,dumper,3,140,9.0,0
2025-03-10,DMP-01,dumper,3,140,8.6,0
2025-03-17,DMP-01,dumper,3,140,8.8,0
2025-03-24,DMP-01,dumper,3,140,4.7,0
2025-03-31,DMP-01,dumper,3,140,1.5,0
2025-04-07,DMP-01,dumper,3,140,7.6,0
2025-04-14,DMP-01,dumper,3,140,16.0,0
2025-04-21,DMP-01,dumper,3,140,10.0,0
2025-04-28,DMP-01,dumper,3,140,15.3,0
2025-05-05,DMP-01,dumper,3,140,5.9,0
2025-05-12,DMP-01,dumper,3,140,7.4,0
2025-05-19,DMP-01,dumper,3,140,25.9,0
2025-05-26,DMP-01,dumper,3,140,7.3,0
2025-06-02,DMP-01,dumper,3,140,13.4,0
2025-06-09,DMP-01,dumper,3,140,13.6,0
2025-06-16,DMP-01,dumper,3,140,14.0,0
2025-06-23,DMP-01,dumper,3,140,15.2,0
2025-06-30,DMP-01,dumper,3,140,16.7,0
2025-07-07,DMP-01,dumper,3,140,18.0,0
2025-07-14,DMP-01,dumper,3,140,10.5,0
2025-07-21,DMP-01,dumper,3,140,31.4,0
2025-07-28,DMP-01,dumper,3,140,28.1,0
2025-08-04,DMP-01,dumper,3,140,62.6,1
2025-08-11,DMP-01,dumper,3,140,12.7,0
2025-08-18,DMP-01,dumper,3,140,24.7,0
2025-08-25,DMP-01,dumper,3,140,19.0,0
2025-09-01,DMP-01,dumper,3,140,14.3,0
2025-09-08,DMP-01,dumper,3,140,10.3,0
2025-09-15,DMP-01,dumper,3,140,21.8,0
2025-09-22,DMP-01,dumper,3,140,21.9,0
2025-09-29,DMP-01,dumper,3,140,18.7,0
2025-10-06,DMP-01,dumper,3,140,18.8,0
2025-10-13,DMP-01,dumper,3,140,11.1,0
2025-10-20,DMP-01,dumper,3,140,37.1,1
2025-10-27,DMP-01,dumper,3,140,17.8,0
2025-11-03,DMP-01,dumper,3,140,5.2,0
2025-11-10,DMP-01,dumper,3,140,8.6,0
2025-11-17,DMP-01,dumper,3,140,8.5,0
2025-11-24,DMP-01,dumper,3,140,8.1,0
2025-12-01,DMP-01,dumper,3,140,54.4,1
2025-12-08,DMP-01,dumper,3,140,22.8,0
2025-12-15,DMP-01,dumper,3,140,3.1,0
2025-12-22,DMP-01,dumper,3,140,18.2,0
2023-01-02,DMP-02,dumper,8,140,11.8,0
2023-01-09,DMP-02,dumper,8,140,14.7,0
2023-01-16,DMP-02,dumper,8,140,12.3,0
2023-01-23,DMP-02,dumper,8,140,20.1,0
2023-01-30,DMP-02,dumper,8,140,8.7,0
2023-02-06,DMP-02,dumper,8,140,27.0,0
2023-02-13,DMP-02,dumper,8,140,7.6,0
2023-02-20,DMP-02,dumper,8,140,23.5,0
2023-02-27,DMP-02,dumper,8,140,6.2,0
2023-03-06,DMP-02,dumper,8,140,14.6,0
2023-03-13,DMP-02,dumper,8,140,11.5,0
2023-03-20,DMP-02,dumper,8,140,17.2,0
2023-03-27,DMP-02,dumper,8,140,13.3,0
2023-04-03,DMP-02,dumper,8,140,16.6,0
2023-04-10,DMP-02,dumper,8,140,6.8,0
2023-04-17,DMP-02,dumper,8,140,4.2,0
2023-04-24,DMP-02,dumper,8,140,7.0,0
2023-05-01,DMP-02,dumper,8,140,5.9,0
2023-05-08,DMP-02,dumper,8,140,33.8,1
2023-05-15,DMP-02,dumper,8,140,7.9,0
2023-05-22,DMP-02,dumper,8,140,8.3,0
2023-05-29,DMP-02,dumper,8,140,12.0,0
2023-06-05,DMP-02,dumper,8,140,7.1,0
2023-06-12,DMP-02,dumper,8,140,7.1,0
2023-06-19,DMP-02,dumper,8,140,11.6,0
2023-06-26,DMP-02,dumper,8,140,28.5,0
2023-07-03,DMP-02,dumper,8,140,22.3,0
2023-07-10,DMP-02,dumper,8,140,23.7,0
2023-07-17,DMP-02,dumper,8,140,19.0,0
2023-07-24,DMP-02,dumper,8,140,15.3,0
2023-07-31,DMP-02,dumper,8,140,72.1,1
2023-08-07,DMP-02,dumper,8,140,13.2,0
2023-08-14,DMP-02,dumper,8,140,21.3,0
2023-08-21,DMP-02,dumper,8,140,25.3,0
2023-08-28,DMP-02,dumper,8,140,9.8,0
2023-09-04,DMP-02,dumper,8,140,17.4,0
2023-09-11,DMP-02,dumper,8,140,23.9,0
2023-09-18,DMP-02,dumper,8,140,22.7,0
2023-09-25,DMP-02,dumper,8,140,22.2,0
2023-10-02,DMP-02,dumper,8,140,8.7,0
2023-10-09,DMP-02,dumper,8,140,56.3,1
2023-10-16,DMP-02,dumper,8,140,7.7,0
2023-10-23,DMP-02,dumper,8,140,7.6,0
2023-10-30,DMP-02,dumper,8,140,5.1,0
2023-11-06,DMP-02,dumper,8,140,9.8,0
2023-11-13,DMP-02,dumper,8,140,18.5,0
2023-11-20,DMP-02,dumper,8,140,12.5,0
2023-11-27,DMP-02,dumper,8,140,11.0,0
2023-12-04,DMP-02,dumper,8,140,17.6,0
2023-12-11,DMP-02,dumper,8,140,18.7,0
2023-12-18,DMP-02,dumper,8,140,16.0,0
2023-12-25,DMP-02,dumper,8,140,3.5,0
2024-01-01,DMP-02,dumper,8,140,15.9,0
2024-01-08,DMP-02,dumper,8,140,14.1,0
2024-01-15,DMP-02,dumper,8,140,6.9,0
2024-01-22,DMP-02,dumper,8,140,13.6,0
2024-01-29,DMP-02,dumper,8,140,18.7,0
2024-02-05,DMP-02,dumper,8,140,8.0,0
2024-02-12,DMP-02,dumper,8,140,17.0,0
2024-02-19,DMP-02,dumper,8,140,12.9,0
2024-02-26,DMP-02,dumper,8,140,2.4,0
2024-03-04,DMP-02,dumper,8,140,11.0,0
2024-03-11,DMP-02,dumper,8,140,13.4,0
2024-03-18,DMP-02,dumper,8,140,11.6,0
2024-03-25,DMP-02,dumper,8,140,13.5,0
2024-04-01,DMP-02,dumper,8,140,10.1,0
2024-04-08,DMP-02,dumper,8,140,31.4,0
2024-04-15,DMP-02,dumper,8,140,10.9,0
2024-04-22,DMP-02,dumper,8,140,7.4,0
2024-04-29,DMP-02,dumper,8,140,16.2,0
2024-05-06,DMP-02,dumper,8,140,9.4,0
2024-05-13,DMP-02,dumper,8,140,10.4,0
2024-05-20,DMP-02,dumper,8,140,10.8,0
2024-05-27,DMP-02,dumper,8,140,16.4,0
2024-06-03,DMP-02,dumper,8,140,6.5,0
2024-06-10,DMP-02,dumper,8,140,17.6,0
2024-06-17,DMP-02,dumper,8,140,17.8,0
2024-06-24,DMP-02,dumper,8,140,31.4,0
2024-07-01,DMP-02,dumper,8,140,68.4,1
2024-07-08,DMP-02,dumper,8,140,10.0,0
2024-07-15,DMP-02,dumper,8,140,22.3,0
2024-07-22,DMP-02,dumper,8,140,31.1,0
2024-07-29,DMP-02,dumper,8,140,42.5,0
2024-08-05,DMP-02,dumper,8,140,13.8,0
2024-08-12,DMP-02,dumper,8,140,15.6,0
2024-08-19,DMP-02,dumper,8,140,22.8,0
2024-08-26,DMP-02,dumper,8,140,34.6,0
2024-09-02,DMP-02,dumper,8,140,19.0,0
2024-09-09,DMP-02,dumper,8,140,24.8,0
2024-09-16,DMP-02,dumper,8,140,10.7,0
2024-09-23,DMP-02,dumper,8,140,14.9,0
2024-09-30,DMP-02,dumper,8,140,22.3,0
2024-10-07,DMP-02,dumper,8,140,14.0,0
2024-10-14,DMP-02,dumper,8,140,5.1,0
2024-10-21,DMP-02,dumper,8,140,11.1,0
2024-10-28,DMP-02,dumper,8,140,14.6,0
2024-11-04,DMP-02,dumper,8,140,1.1,0
2024-11-11,DMP-02,dumper,8,140,10.4,0
2024-11-18,DMP-02,dumper,8,140,6.7,0
2024-11-25,DMP-02,dumper,8,140,16.6,0
2024-12-02,DMP-02,dumper,8,140,8.8,0
2024-12-09,DMP-02,dumper,8,140,13.4,0
2024-12-16,DMP-02,dumper,8,140,11.3,0
2024-12-23,DMP-02,dumper,8,140,9.2,0
2024-12-30,DMP-02,dumper,8,140,26.6,0
2025-01-06,DMP-02,dumper,8,140,8.3,0
2025-01-13,DMP-02,dumper,8,140,11.5,0
2025-01-20,DMP-02,dumper,8,140,10.9,0
2025-01-27,DMP-02,dumper,8,140,11.9,0
2025-02-03,DMP-02,dumper,8,140,25.8,0
2025-02-10,DMP-02,dumper,8,140,14.7,0
2025-02-17,DMP-02,dumper,8,140,8.4,0
2025-02-24,DMP-02,dumper,8,140,21.8,0
2025-03-03,DMP-02,dumper,8,140,15.9,0
2025-03-10,DMP-02,dumper,8,140,9.0,0
2025-03-17,DMP-02,dumper,8,140,20.6,0
2025-03-24,DMP-02,dumper,8,140,5.2,0
2025-03-31,DMP-02,dumper,8,140,62.7,1
2025-04-07,DMP-02,dumper,8,140,4.3,0
2025-04-14,DMP-02,dumper,8,140,3.4,0
2025-04-21,DMP-02,dumper,8,140,19.5,0
2025-04-28,DMP-02,dumper,8,140,12.3,0
2025-05-05,DMP-02,dumper,8,140,4.4,0
2025-05-12,DMP-02,dumper,8,140,10.8,0
2025-05-19,DMP-02,dumper,8,140,17.2,0
